symbol,date,period,Revenue,OtherRevenueTotal,TotalRevenue,CostofRevenueTotal,GrossProfit,SellingGeneralAdminExpensesTotal,ResearchDevelopment,DepreciationAmortization,InterestExpenseIncomeNetOperating,UnusualExpenseIncome,OtherOperatingExpensesTotal,TotalOperatingExpense,OperatingIncome,InterestIncomeExpenseNetNonOperating,GainLossonSaleofAssets,OtherNet,IncomeBeforeTax,IncomeAfterTax,MinorityInterest,EquityInAffiliates,NetIncomeBeforeExtraItems,AccountingChange,DiscontinuedOperations,ExtraordinaryItem,NetIncome,PreferredDividends,IncomeAvailabletoCommonExclExtraItems,IncomeAvailabletoCommonInclExtraItems,BasicWeightedAverageShares,BasicEPSExcludingExtraordinaryItems,BasicEPSIncludingExtraordinaryItems,DilutionAdjustment,DilutedWeightedAverageShares,DilutedEPSExcludingExtraordinaryItems,DilutedEPSIncludingExtraordinaryItems,DividendsperShareCommonStockPrimaryIssue,GrossDividendsCommonStock,NetIncomeafterStockBasedCompExpense,BasicEPSafterStockBasedCompExpense,DilutedEPSafterStockBasedCompExpense,DepreciationSupplemental,TotalSpecialItems,NormalizedIncomeBeforeTaxes,EffectofSpecialItemsonIncomeTaxes,IncomeTaxesExImpactofSpecialItems,NormalizedIncomeAfterTaxes,NormalizedIncomeAvailtoCommon,BasicNormalizedEPS,DilutedNormalizedEPS
CCMP,2016-03-31,6 months ending,199.61,NA,199.61,102.52,97.09,40.67,29.76,NA,NA,NA,NA,172.95,26.66,NA,NA,-0.26,24.94,20.44,NA,NA,20.44,NA,NA,NA,20.44,NA,20.29,20.29,NA,NA,NA,0.02,24.36,0.83,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83
CCMP,2015-12-31,3 months ending,100.37,NA,100.37,50.17,50.20,21.01,14.83,NA,NA,NA,NA,86.01,14.36,NA,NA,0.17,13.38,11.31,NA,NA,11.31,NA,NA,NA,11.31,NA,11.19,11.19,NA,NA,NA,NA,24.43,0.46,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46
CCMP,2015-09-30,3 months ending,100.14,NA,100.14,48.12,52.02,19.32,14.86,NA,NA,NA,NA,82.29,17.85,NA,NA,0.05,16.47,12.53,NA,NA,12.53,NA,NA,NA,12.53,NA,12.44,12.44,NA,NA,NA,0.00,24.56,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51
CCMP,2016-09-30,12 months ending,430.45,NA,430.45,220.25,210.20,77.16,58.53,NA,NA,NA,NA,355.94,74.51,NA,NA,-0.97,70.44,59.85,NA,NA,59.85,NA,NA,NA,59.85,NA,59.49,59.49,NA,NA,NA,NA,24.48,2.43,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43
CCMP,2015-09-30,12 months ending,414.10,NA,414.10,201.87,212.23,77.41,59.78,NA,NA,NA,NA,339.06,75.04,NA,NA,1.99,71.20,56.15,NA,NA,56.15,NA,NA,NA,56.15,NA,55.66,55.66,NA,NA,NA,0.00,24.63,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26
CCMP,2014-09-30,12 months ending,424.67,NA,424.67,221.57,203.09,71.93,59.35,NA,NA,NA,NA,352.86,71.81,NA,NA,1.24,68.59,50.75,NA,NA,50.75,NA,NA,NA,50.75,NA,50.31,50.31,NA,NA,NA,0.00,24.61,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11
CCMP,2013-09-30,12 months ending,433.13,NA,433.13,221.01,212.12,74.27,61.37,NA,NA,NA,NA,356.66,76.47,NA,NA,0.99,74.22,52.58,NA,NA,52.58,NA,NA,NA,52.58,NA,52.07,52.07,NA,NA,NA,0.00,23.76,2.19,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20
CCNE,2016-09-30,3 months ending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.69,6.42,NA,NA,6.42,NA,NA,NA,6.42,NA,6.38,6.38,NA,NA,NA,NA,14.38,0.44,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46
CCNE,2016-06-30,3 months ending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,4.07,NA,NA,4.07,NA,NA,NA,4.07,NA,4.04,4.04,NA,NA,NA,NA,14.37,0.28,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37
CCNE,2016-03-31,3 months ending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.71,5.02,NA,NA,5.02,NA,NA,NA,5.02,NA,4.99,4.99,NA,NA,NA,NA,14.36,0.35,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35
CCNE,2015-12-31,3 months ending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.59,5.51,NA,NA,5.51,NA,NA,NA,5.51,NA,5.48,5.48,NA,NA,NA,NA,14.34,0.38,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40
CCNE,2015-09-30,3 months ending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.56,5.52,NA,NA,5.52,NA,NA,NA,5.52,NA,5.49,5.49,NA,NA,NA,NA,14.34,0.38,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38
CCNE,2015-12-31,12 months ending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.49,22.20,NA,NA,22.20,NA,NA,NA,22.20,NA,22.08,22.08,NA,NA,NA,NA,14.34,1.54,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56
CCNE,2014-12-31,12 months ending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.39,23.07,NA,NA,23.07,NA,NA,NA,23.07,NA,22.98,22.98,NA,NA,NA,NA,14.36,1.60,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60
CCNE,2013-12-31,12 months ending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.02,16.68,NA,NA,16.68,NA,NA,NA,16.68,NA,16.61,16.61,NA,NA,NA,NA,12.88,1.29,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42
CCNE,2012-12-31,12 months ending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.55,17.14,NA,NA,17.14,NA,NA,NA,17.14,NA,17.07,17.07,NA,NA,NA,0.00,12.40,1.38,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38
CCOI,2014-03-31,3 months ending,92.94,NA,92.94,38.84,54.10,26.29,NA,17.20,NA,-2.29,NA,80.03,12.91,NA,NA,NA,1.74,0.12,NA,NA,0.12,NA,NA,NA,0.12,NA,0.12,0.12,NA,NA,NA,NA,46.91,0.00,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03
CCOI,2013-12-31,3 months ending,89.86,NA,89.86,38.40,51.46,22.83,NA,16.56,NA,NA,NA,77.79,12.07,NA,NA,NA,2.02,52.60,NA,NA,52.60,NA,NA,NA,52.60,NA,52.60,52.60,NA,NA,NA,NA,47.27,1.11,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11
CCOI,2013-09-30,3 months ending,87.76,NA,87.76,37.44,50.32,21.72,NA,16.02,NA,NA,NA,75.18,12.58,NA,NA,NA,2.30,2.12,NA,NA,2.12,NA,NA,NA,2.12,NA,2.12,2.12,NA,NA,NA,NA,46.82,0.05,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
CCOI,2013-06-30,3 months ending,85.80,NA,85.80,37.08,48.73,21.23,NA,15.90,NA,NA,NA,74.20,11.60,NA,NA,NA,1.97,1.61,NA,NA,1.61,NA,NA,NA,1.61,NA,1.61,1.61,NA,NA,NA,NA,46.77,0.03,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
CCOI,2013-03-31,3 months ending,84.55,NA,84.55,37.31,47.24,21.46,NA,15.87,NA,NA,NA,74.65,9.90,NA,NA,NA,0.69,0.36,NA,NA,0.36,NA,NA,NA,0.36,NA,0.36,0.36,NA,NA,NA,0.00,46.44,0.01,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
CCOI,2013-12-31,12 months ending,347.98,NA,347.98,150.22,197.75,87.24,NA,64.36,NA,NA,NA,301.82,46.15,NA,NA,NA,6.99,56.69,NA,NA,56.69,NA,NA,NA,56.69,NA,56.69,56.69,NA,NA,NA,NA,47.00,1.21,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21
CCOI,2012-12-31,12 months ending,316.97,NA,316.97,143.64,173.33,79.89,NA,62.48,NA,0.00,NA,286.00,30.97,NA,NA,0.00,-3.50,-4.25,NA,NA,-4.25,NA,NA,NA,-4.25,NA,-4.25,-4.25,NA,NA,NA,0.00,45.51,-0.09,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.09
CCOI,2011-12-31,12 months ending,305.50,NA,305.50,132.16,173.34,76.98,NA,59.85,NA,0.00,NA,268.99,36.51,NA,NA,2.74,5.58,7.54,NA,NA,7.54,NA,NA,NA,7.54,NA,7.54,7.54,NA,NA,NA,0.00,45.70,0.17,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17
CCOI,2010-12-31,12 months ending,263.42,NA,263.42,119.02,144.39,72.06,NA,56.52,NA,0.59,NA,248.20,15.21,NA,NA,0.00,-0.51,0.67,NA,NA,0.67,NA,NA,NA,0.67,NA,0.67,0.67,NA,NA,NA,0.00,44.79,0.01,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
CCO,2016-09-30,3 months ending,673.06,NA,673.06,366.09,306.97,154.22,NA,85.78,NA,7.27,-1.09,612.27,60.79,NA,NA,-6.52,-27.34,-23.74,-7.33,NA,-31.07,NA,NA,NA,-31.07,NA,-31.07,-31.07,NA,NA,NA,NA,360.45,-0.09,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.07
CCO,2016-06-30,3 months ending,712.15,NA,712.15,366.06,346.08,165.22,NA,86.97,NA,NA,59.38,677.64,34.51,NA,NA,-33.87,-82.95,-61.24,-7.86,NA,-69.10,NA,NA,NA,-69.10,NA,-69.10,-69.10,NA,NA,NA,NA,360.23,-0.19,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19
CCO,2016-03-31,3 months ending,590.72,NA,590.72,343.69,247.03,155.04,NA,85.39,NA,NA,-284.77,299.36,291.37,NA,NA,-5.80,203.99,141.08,-0.98,NA,140.10,NA,NA,NA,140.10,NA,140.10,140.10,NA,NA,NA,NA,360.90,0.39,NA,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39
CCO,2015-12-31,3 months ending,772.07,NA,772.07,386.87,385.19,168.42,NA,95.42,NA,0.00,5.07,655.78,116.28,NA,NA,-5.08,37.45,-32.44,-8.94,NA,-41.38,NA,NA,NA,-41.38,NA,-41.38,-41.38,NA,NA,NA,NA,359.71,-0.12,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12
CCO,2015-09-30,3 months ending,696.28,NA,696.28,372.72,323.56,160.91,NA,93.04,NA,21.63,-5.03,643.26,53.01,NA,NA,-17.74,-38.00,-15.20,-7.38,NA,-22.58,NA,NA,NA,-22.58,NA,-22.58,-22.58,NA,NA,NA,NA,359.69,-0.06,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02
CCO,2015-12-31,12 months ending,2806.20,NA,2806.20,1494.90,1311.30,647.88,NA,375.96,NA,21.63,4.82,2545.20,261.00,NA,NA,-2.40,-21.13,-71.31,-24.76,NA,-96.07,NA,NA,NA,-96.07,NA,-96.07,-96.07,NA,NA,NA,NA,359.51,-0.27,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.23
CCO,2014-12-31,12 months ending,2961.26,NA,2961.26,1596.89,1364.37,679.41,NA,406.24,NA,3.53,-7.26,2678.82,282.44,NA,NA,-0.28,8.33,17.12,-26.71,NA,-9.59,NA,NA,NA,-9.59,NA,-9.59,-9.59,NA,NA,NA,0.00,358.56,-0.03,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02
CCO,2013-12-31,12 months ending,2946.19,NA,2946.19,1594.73,1351.46,667.97,NA,403.17,NA,13.15,-22.98,2656.04,290.15,NA,NA,-0.66,-9.52,-24.33,-24.13,NA,-48.46,NA,NA,NA,-48.46,NA,-51.03,-51.03,NA,NA,NA,0.00,357.66,-0.14,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12
CCO,2012-12-31,12 months ending,2946.94,NA,2946.94,1603.49,1343.45,690.49,NA,399.26,NA,258.72,-50.94,2901.03,45.91,NA,NA,0.51,-266.30,-159.21,-23.90,NA,-183.11,NA,NA,NA,-183.11,NA,-191.57,-191.57,NA,NA,NA,0.00,356.92,-0.54,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.07
CCP,2016-09-30,3 months ending,84.33,NA,84.33,3.70,80.62,9.48,NA,25.49,NA,17.25,NA,55.92,28.41,NA,2.14,NA,19.25,19.02,-0.01,NA,19.01,NA,NA,NA,19.01,NA,19.01,19.01,NA,NA,NA,NA,83.75,0.23,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41
CCP,2016-06-30,3 months ending,83.79,NA,83.79,0.12,83.67,8.84,NA,28.19,NA,1.24,NA,38.39,45.40,NA,0.87,NA,37.27,37.14,0.01,NA,37.15,NA,NA,NA,37.15,NA,37.15,37.15,NA,NA,NA,NA,83.67,0.44,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45
CCP,2016-03-31,3 months ending,83.06,NA,83.06,0.09,82.96,8.00,NA,28.64,NA,7.42,NA,44.15,38.90,NA,-0.12,NA,30.20,29.78,-0.02,NA,29.77,NA,NA,NA,29.77,NA,29.77,29.77,NA,NA,NA,NA,83.62,0.36,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44
CCP,2015-12-31,3 months ending,86.17,NA,86.17,0.19,85.98,7.72,NA,14.42,NA,24.75,NA,47.07,39.09,NA,-0.22,NA,31.76,31.85,-0.05,NA,31.80,NA,NA,NA,31.80,NA,31.80,31.80,NA,NA,NA,NA,83.75,0.38,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57
CCP,2015-09-30,3 months ending,81.36,NA,81.36,0.16,81.20,9.22,NA,27.70,NA,4.79,NA,41.87,39.49,NA,0.86,NA,37.22,36.19,-0.03,NA,36.17,NA,NA,NA,36.17,NA,36.17,36.17,NA,NA,NA,0.00,83.56,0.43,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48
CCP,2015-12-31,12 months ending,324.03,NA,324.03,1.47,322.57,29.22,NA,111.75,NA,29.49,NA,171.93,152.10,NA,0.63,NA,144.29,143.35,-0.19,NA,143.17,NA,NA,NA,143.17,NA,143.17,143.17,NA,NA,NA,NA,83.61,1.71,NA,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06
CCP,2014-12-31,12 months ending,291.96,NA,291.96,13.18,278.78,22.41,NA,100.38,NA,1.55,NA,137.52,154.44,NA,NA,NA,157.84,157.84,-0.18,NA,157.66,NA,NA,NA,157.59,NA,157.66,157.59,NA,NA,NA,0.00,83.10,1.90,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92
CCP,2013-12-31,12 months ending,287.79,NA,287.79,1.37,286.43,22.55,NA,93.19,NA,0.00,NA,117.11,170.69,NA,NA,NA,174.53,174.53,-0.22,NA,174.31,NA,NA,NA,174.29,NA,174.31,174.29,NA,NA,NA,0.00,83.10,2.10,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.10
CCP,2012-12-31,12 months ending,286.00,NA,286.00,0.19,285.81,18.64,NA,98.37,NA,0.56,NA,117.77,168.23,NA,NA,NA,172.77,172.77,-0.32,NA,172.45,NA,NA,NA,172.42,NA,172.45,172.42,NA,NA,NA,0.00,83.10,2.08,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08
CCRN,2016-09-30,3 months ending,214.99,NA,214.99,156.78,58.21,45.94,NA,2.09,NA,0.85,NA,205.66,9.33,NA,NA,0.09,15.09,14.29,-0.22,NA,14.07,NA,NA,NA,14.07,NA,14.07,14.07,NA,NA,NA,NA,36.26,0.39,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41
CCRN,2016-06-30,3 months ending,199.44,NA,199.44,144.60,54.85,44.90,NA,2.46,NA,26.06,NA,218.03,-18.58,NA,NA,0.03,-23.73,-17.09,-0.14,NA,-17.24,NA,NA,NA,-17.24,NA,-17.24,-17.24,NA,NA,NA,NA,32.09,-0.54,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01
CCRN,2016-03-31,3 months ending,196.58,NA,196.58,145.54,51.05,43.18,NA,2.41,NA,0.29,NA,191.42,5.17,NA,NA,0.02,19.98,19.19,-0.16,NA,19.02,NA,NA,NA,19.02,NA,19.02,19.02,NA,NA,NA,NA,36.18,0.53,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53
CCRN,2015-12-31,3 months ending,193.15,NA,193.15,142.67,50.48,40.22,NA,2.22,NA,2.39,NA,187.49,5.66,NA,NA,0.28,-5.23,-5.93,-0.17,NA,-6.10,NA,NA,NA,-6.10,NA,-6.10,-6.10,NA,NA,NA,NA,31.82,-0.19,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14
CCRN,2015-09-30,3 months ending,195.69,NA,195.69,144.21,51.49,39.78,NA,1.94,NA,2.91,NA,188.82,6.87,NA,NA,0.10,2.42,5.15,-0.14,NA,5.01,NA,NA,NA,5.01,NA,5.01,5.01,NA,NA,NA,NA,32.17,0.16,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21
CCRN,2015-12-31,12 months ending,767.42,NA,767.42,570.06,197.37,162.27,NA,8.07,NA,6.46,NA,746.86,20.57,NA,NA,0.31,4.16,4.95,-0.54,NA,4.42,NA,NA,NA,4.42,NA,4.42,4.42,NA,NA,NA,NA,32.16,0.14,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27
CCRN,2014-12-31,12 months ending,617.83,NA,617.83,460.02,157.80,142.03,NA,7.44,NA,18.80,NA,628.29,-10.47,NA,NA,0.03,-31.32,-31.53,-0.25,NA,-31.78,NA,NA,NA,-31.78,NA,-31.78,-31.78,NA,NA,NA,0.00,31.19,-1.02,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.63
CCRN,2013-12-31,12 months ending,438.31,NA,438.31,324.85,113.46,107.20,NA,6.18,NA,9.53,NA,447.75,-9.44,NA,NA,0.12,-10.04,-54.25,NA,NA,-54.25,NA,NA,NA,-51.97,NA,-54.25,-51.97,NA,NA,NA,0.00,31.01,-1.75,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.55
CCRN,2012-12-31,12 months ending,442.64,NA,442.64,331.05,111.59,110.20,NA,7.17,NA,18.81,NA,467.24,-24.60,NA,NA,-0.02,-26.89,-20.74,NA,NA,-20.74,NA,NA,NA,-42.22,NA,-20.74,-42.22,NA,NA,NA,0.00,30.84,-0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28
CCU,2016-09-30,3 months ending,356817.48,NA,356817.48,180468.84,176348.64,102756.00,NA,NA,NA,-414.98,43663.44,328394.15,28423.33,NA,NA,-499.00,20976.49,17247.53,-5089.14,NA,12158.38,NA,NA,NA,12158.38,NA,12158.38,12158.38,NA,NA,NA,NA,369.50,32.90,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.98
CCU,2016-06-30,3 months ending,307904.73,NA,307904.73,156249.89,151654.84,94075.76,NA,NA,NA,-1221.21,44137.64,294593.96,13310.77,NA,NA,-799.15,7226.87,10630.70,-4349.64,NA,6281.06,NA,NA,NA,6281.06,NA,6281.06,6281.06,NA,NA,NA,NA,369.50,17.00,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.85
CCU,2016-03-31,3 months ending,414192.81,NA,414192.81,183296.55,230896.27,109532.40,NA,NA,NA,-1130.77,48283.22,347114.24,67078.57,NA,NA,-677.68,61584.84,50324.28,-5738.41,NA,44585.87,NA,NA,NA,44585.87,NA,44585.87,44585.87,NA,NA,NA,NA,369.50,120.66,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.16
CCU,2015-12-31,3 months ending,451952.35,NA,451952.35,203446.49,248505.86,119339.97,NA,NA,NA,-2482.62,63746.33,383389.79,68562.57,NA,NA,-867.96,61398.36,44587.82,-6300.92,NA,38286.90,NA,NA,NA,38286.90,NA,38286.90,38286.90,NA,NA,NA,NA,369.49,103.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.74
CCU,2015-09-30,3 months ending,352911.54,NA,352911.54,169872.95,183038.58,97458.49,NA,NA,NA,-273.74,48709.87,308639.42,44272.11,NA,NA,-1107.96,36754.04,25307.06,-4623.35,NA,20683.70,NA,NA,NA,20683.70,NA,20683.70,20683.70,NA,NA,NA,NA,369.50,55.98,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.47
CCU,2015-12-31,12 months ending,1498371.72,NA,1498371.72,685075.25,813296.46,405735.52,NA,NA,NA,-3644.43,207596.05,1284922.72,213449.00,NA,NA,-3282.74,190640.11,140525.59,-19717.46,NA,120808.13,NA,NA,NA,120808.13,NA,120808.13,120808.13,NA,NA,NA,NA,369.50,326.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319.68
CCU,2014-12-31,12 months ending,1297966.30,NA,1297966.30,604536.81,693429.48,350863.35,NA,NA,NA,NA,162761.45,1114009.07,183957.23,NA,NA,-4159.13,167465.42,120791.92,-14553.47,NA,106238.45,NA,NA,NA,106238.45,NA,106238.45,106238.45,NA,NA,NA,NA,369.50,287.52,NA,370.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287.52
CCU,2013-12-31,12 months ending,1197226.51,NA,1197226.51,536696.63,660529.88,314990.87,NA,NA,NA,NA,158704.86,1008001.87,189224.64,NA,NA,-1801.77,167609.46,132905.55,-9868.54,NA,123037.01,NA,NA,NA,123037.01,NA,123037.01,123037.01,NA,NA,NA,NA,331.81,370.81,NA,397.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370.81
CCU,2012-12-31,12 months ending,1075689.89,NA,1075689.89,493087.25,582602.65,85387.57,NA,NA,NA,0.00,320504.89,898979.70,176710.19,NA,NA,-5057.81,161110.23,123976.90,-9544.17,NA,114432.73,NA,NA,NA,114432.73,NA,114432.73,114432.73,NA,NA,NA,0.00,318.50,359.28,NA,179.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.28
CCRC,2014-12-31,3 months ending,14.58,NA,14.58,12.91,1.67,2.05,NA,NA,NA,NA,NA,14.96,-0.38,NA,NA,0.75,0.16,0.22,NA,NA,0.22,NA,NA,NA,0.22,NA,0.22,0.22,NA,NA,NA,NA,15.93,0.01,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
CCRC,2014-09-30,3 months ending,11.19,NA,11.19,8.15,3.04,1.63,NA,NA,NA,NA,NA,9.78,1.41,NA,NA,0.00,1.31,0.86,NA,NA,0.86,NA,NA,NA,0.86,NA,0.86,0.86,NA,NA,NA,NA,15.73,0.06,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
CCRC,2014-06-30,6 months ending,16.90,NA,16.90,14.13,2.77,2.10,NA,NA,NA,NA,NA,16.23,0.67,NA,NA,0.52,0.96,0.70,NA,NA,0.70,NA,NA,NA,0.70,NA,0.70,0.70,NA,NA,NA,NA,15.34,0.05,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
CCRC,2013-12-31,3 months ending,12.24,NA,12.24,7.14,5.11,0.54,NA,NA,NA,NA,NA,7.68,4.56,NA,NA,1.53,5.97,4.71,NA,NA,4.71,NA,NA,NA,4.71,NA,4.71,4.71,NA,NA,NA,NA,15.29,0.31,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31
CCRC,2013-09-30,3 months ending,5.13,NA,5.13,6.05,-0.92,0.87,NA,NA,NA,NA,NA,6.92,-1.79,NA,NA,0.11,-1.80,-1.40,NA,NA,-1.40,NA,NA,NA,-1.40,NA,-1.40,-1.40,NA,NA,NA,NA,15.29,-0.09,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.09
CCRC,2015-12-31,12 months ending,59.35,NA,59.35,46.89,12.46,7.25,NA,NA,NA,NA,NA,54.14,5.21,NA,NA,1.12,6.05,4.77,NA,NA,4.77,NA,NA,NA,4.77,NA,4.77,4.77,NA,NA,NA,NA,16.02,0.30,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30
CCRC,2014-12-31,12 months ending,42.67,NA,42.67,35.19,7.48,5.78,NA,NA,NA,NA,NA,40.97,1.71,NA,NA,1.27,2.42,1.78,NA,NA,1.78,NA,NA,NA,1.78,NA,1.78,1.78,NA,NA,NA,NA,15.59,0.11,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11
CCRC,2013-12-31,12 months ending,28.13,NA,28.13,23.76,4.37,3.09,NA,NA,NA,NA,NA,26.84,1.29,NA,NA,2.73,3.54,2.95,NA,NA,2.95,NA,NA,NA,2.95,NA,2.95,2.95,NA,NA,NA,NA,15.29,0.19,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19
CCRC,2012-12-31,12 months ending,21.78,NA,21.78,19.44,2.34,2.65,NA,NA,NA,NA,NA,22.09,-0.31,NA,NA,1.10,0.28,0.31,NA,NA,0.31,NA,NA,NA,0.31,NA,0.31,0.31,NA,NA,NA,NA,15.29,0.02,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
