"market","symbol","name","ipoyear","sector","industry","quote"
"NASDAQ","AIA","iShares Asia 50 ETF","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aia"
"NYSE","AIB","Apollo Investment Corporation","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aib"
"NYSE","AIC","Arlington Asset Investment Corp","2015","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/aic"
"NYSE","AIF","Apollo Tactical Income Fund Inc.","2013","n/a","n/a","http://www.nasdaq.com/symbol/aif"
"NYSE","AIG","American International Group, Inc.","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/aig"
"NYSE","AIG.WS","American International Group, Inc.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aig.ws"
"NASDAQ","AIMC","Altra Industrial Motion Corp.","2006","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aimc"
"NASDAQ","AIMT","Aimmune Therapeutics, Inc.","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aimt"
"NYSE","AIN","Albany International Corporation","n/a","Basic Industries","Textiles","http://www.nasdaq.com/symbol/ain"
"NASDAQ","AINV","Apollo Investment Corporation","2004","n/a","n/a","http://www.nasdaq.com/symbol/ainv"
"NASDAQ","AIQ","Alliance HealthCare Services, Inc.","2001","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aiq"
"NYSE","AIR","AAR Corp.","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/air"
"NASDAQ","AIRG","Airgain, Inc.","2016","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/airg"
"NASDAQ","AIRM","Air Methods Corporation","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/airm"
"NASDAQ","AIRR","First Trust RBA American Industrial Renaissance ETF","n/a","n/a","n/a","http://www.nasdaq.com/symbol/airr"
"NASDAQ","AIRT","Air T, Inc.","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/airt"
"NYSE","AIT","Applied Industrial Technologies, Inc.","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/ait"
"NASDAQ","AITP","Advanced Inhalation Therapies (AIT) Ltd.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aitp"
"NYSE","AIV","Apartment Investment and Management Company","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aiv"
"NYSE","AIV^A","Apartment Investment and Management Company","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aiv^a"
"NYSE","AIW","Arlington Asset Investment Corp","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/aiw"
"NASDAQ","AIXG","Aixtron SE","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aixg"
"NYSE","AIY","Apollo Investment Corporation","2013","n/a","n/a","http://www.nasdaq.com/symbol/aiy"
"NYSE","AIZ","Assurant, Inc.","2004","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/aiz"
"NYSE","AJG","Arthur J. Gallagher & Co.","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/ajg"
"NYSE","AJRD","Aerojet Rocketdyne Holdings, Inc. ","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/ajrd"
"NYSE","AJX","Great Ajax Corp.","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ajx"
"NASDAQ","AKAM","Akamai Technologies, Inc.","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/akam"
"NASDAQ","AKAO","Achaogen, Inc.","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akao"
"NASDAQ","AKBA","Akebia Therapeutics, Inc.","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akba"
"NASDAQ","AKER","Akers Biosciences Inc","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/aker"
"NYSE","AKO.A","Embotelladora Andina S.A.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ako.a"
"NYSE","AKO.B","Embotelladora Andina S.A.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ako.b"
"NYSE","AKP","Alliance California Municipal Income Fund Inc","2002","n/a","n/a","http://www.nasdaq.com/symbol/akp"
"NYSE","AKR","Acadia Realty Trust","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/akr"
"NASDAQ","AKRX","Akorn, Inc.","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akrx"
"NYSE","AKS","AK Steel Holding Corporation","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/aks"
"NASDAQ","AKTX","Akari Therapeutics Plc","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aktx"
"NYSE","AL","Air Lease Corporation","2011","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/al"
"NYSE","ALB","Albemarle Corporation","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/alb"
"NASDAQ","ALCO","Alico, Inc.","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/alco"
"NASDAQ","ALDR","Alder BioPharmaceuticals, Inc.","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aldr"
"NYSE","ALDW","Alon USA Partners, LP","2012","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/aldw"
"NASDAQ","ALDX","Aldeyra Therapeutics, Inc.","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aldx"
"NYSE","ALE","Allete, Inc.","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ale"
"NYSE","ALEX","Alexander & Baldwin Holdings, Inc.","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/alex"
"NYSE","ALG","Alamo Group, Inc.","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/alg"
"NASDAQ","ALGN","Align Technology, Inc.","2001","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/algn"
"NASDAQ","ALGT","Allegiant Travel Company","2006","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/algt"
"NASDAQ","ALIM","Alimera Sciences, Inc.","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alim"
"NYSE","ALJ","Alon USA Energy, Inc.","2005","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/alj"
"NASDAQ","ALJJ","ALJ Regional Holdings, Inc.","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/aljj"
"NYSE","ALK","Alaska Air Group, Inc.","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/alk"
"NASDAQ","ALKS","Alkermes plc","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alks"
"NYSE","ALL","Allstate Corporation (The)","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/all"
"NYSE","ALLE","Allegion plc","2013","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/alle"
"NASDAQ","ALLT","Allot Communications Ltd.","2006","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/allt"
"NYSE","ALLY","Ally Financial Inc.","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ally"
"NYSE","ALLY^A","Ally Financial Inc.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ally^a"
"NYSE","ALL^A","Allstate Corporation (The)","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^a"
"NYSE","ALL^B","Allstate Corporation (The)","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^b"
"NYSE","ALL^C","Allstate Corporation (The)","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^c"
"NYSE","ALL^D","Allstate Corporation (The)","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^d"
"NYSE","ALL^E","Allstate Corporation (The)","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^e"
"NYSE","ALL^F","Allstate Corporation (The)","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^f"
"NASDAQ","ALNY","Alnylam Pharmaceuticals, Inc.","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alny"
"NASDAQ","ALOG","Analogic Corporation","1972","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/alog"
"NASDAQ","ALOT","AstroNova, Inc.","1983","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/alot"
"NYSE","ALP^O","Alabama Power Company","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/alp^o"
"NASDAQ","ALQA","Alliqua BioMedical, Inc.","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/alqa"
"NYSE","ALR","Alere Inc.","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/alr"
"NASDAQ","ALRM","Alarm.com Holdings, Inc.","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/alrm"
"NYSE","ALR^B","Alere Inc.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/alr^b"
"NASDAQ","ALSK","Alaska Communications Systems Group, Inc.","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/alsk"
"NYSE","ALSN","Allison Transmission Holdings, Inc.","2012","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/alsn"
"NASDAQ","ALTY","Global X SuperDividend Alternatives ETF","n/a","n/a","n/a","http://www.nasdaq.com/symbol/alty"
"NYSE","ALV","Autoliv, Inc.","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/alv"
"NYSE","ALX","Alexander&#39;s, Inc.","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/alx"
"NASDAQ","ALXN","Alexion Pharmaceuticals, Inc.","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alxn"
"NYSE","AM","Antero Midstream Partners LP","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/am"
"NASDAQ","AMAG","AMAG Pharmaceuticals, Inc.","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amag"
"NASDAQ","AMAT","Applied Materials, Inc.","1972","Technology","Semiconductors","http://www.nasdaq.com/symbol/amat"
"NASDAQ","AMBA","Ambarella, Inc.","2012","Technology","Semiconductors","http://www.nasdaq.com/symbol/amba"
"NASDAQ","AMBC","Ambac Financial Group, Inc.","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ambc"
"NASDAQ","AMBCW","Ambac Financial Group, Inc.","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ambcw"
"NYSE","AMBR","Amber Road, Inc.","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ambr"
"NYSE","AMC","AMC Entertainment Holdings, Inc.","2013","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/amc"
"NASDAQ","AMCC","Applied Micro Circuits Corporation","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/amcc"
"NASDAQ","AMCN","AirMedia Group Inc","2007","Technology","Advertising","http://www.nasdaq.com/symbol/amcn"
"NASDAQ","AMCX","AMC Networks Inc.","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/amcx"
"NASDAQ","AMD","Advanced Micro Devices, Inc.","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/amd"
"NASDAQ","AMDA","Amedica Corporation","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/amda"
"NYSE","AME","AMTEK, Inc.","n/a","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/ame"
"NASDAQ","AMED","Amedisys Inc","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/amed"
"NASDAQ","AMEH","Apollo Medical Holdings, Inc.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ameh"
"NYSE","AMFW","Amec Plc Ord","2014","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/amfw"
"NYSE","AMG","Affiliated Managers Group, Inc.","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/amg"
"NASDAQ","AMGN","Amgen Inc.","1983","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/amgn"
"NYSE","AMH","American Homes 4 Rent","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amh"
"NYSE","AMH^A","American Homes 4 Rent","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amh^a"
"NYSE","AMH^B","American Homes 4 Rent","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^b"
"NYSE","AMH^C","American Homes 4 Rent","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^c"
"NYSE","AMH^D","American Homes 4 Rent","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^d"
"NYSE","AMH^E","American Homes 4 Rent","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^e"
"NYSE","AMID","American Midstream Partners, LP","2011","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/amid"
"NASDAQ","AMKR","Amkor Technology, Inc.","1998","Technology","Semiconductors","http://www.nasdaq.com/symbol/amkr"
"NASDAQ","AMMA","Alliance MMA, Inc.","2016","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/amma"
"NASDAQ","AMNB","American National Bankshares, Inc.","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/amnb"
"NASDAQ","AMOT","Allied Motion Technologies, Inc.","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/amot"
"NASDAQ","AMOV","America Movil, S.A.B. de C.V.","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amov"
"NYSE","AMP","AMERIPRISE FINANCIAL SERVICES, INC.","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/amp"
"NASDAQ","AMPH","Amphastar Pharmaceuticals, Inc.","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amph"
"NASDAQ","AMRB","American River Bankshares","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/amrb"
"NYSE","AMRC","Ameresco, Inc.","2010","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/amrc"
"NASDAQ","AMRI","Albany Molecular Research, Inc.","1999","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/amri"
"NASDAQ","AMRK","A-Mark Precious Metals, Inc.","n/a","Basic Industries","Other Specialty Stores","http://www.nasdaq.com/symbol/amrk"
"NASDAQ","AMRN","Amarin Corporation plc","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amrn"
"NASDAQ","AMRS","Amyris, Inc.","2010","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/amrs"
"NASDAQ","AMSC","American Superconductor Corporation","1991","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/amsc"
"NASDAQ","AMSF","AMERISAFE, Inc.","2005","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/amsf"
"NASDAQ","AMSG","Amsurg Corp.","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/amsg"
"NASDAQ","AMSGP","Amsurg Corp.","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/amsgp"
"NASDAQ","AMSWA","American Software, Inc.","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/amswa"
"NYSE","AMT","American Tower Corporation (REIT)","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amt"
"NASDAQ","AMTD","TD Ameritrade Holding Corporation","1997","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/amtd"
"NASDAQ","AMTX","Aemetis, Inc","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/amtx"
"NYSE","AMT^A","American Tower Corporation (REIT)","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amt^a"
"NYSE","AMT^B","American Tower Corporation (REIT)","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amt^b"
"NASDAQ","AMWD","American Woodmark Corporation","1986","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/amwd"
"NYSE","AMX","America Movil, S.A.B. de C.V.","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amx"
"NASDAQ","AMZN","Amazon.com, Inc.","1997","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/amzn"
"NYSE","AN","AutoNation, Inc.","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/an"
"NASDAQ","ANAT","American National Insurance Company","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/anat"
"NASDAQ","ANCB","Anchor Bancorp","2011","Finance","Banks","http://www.nasdaq.com/symbol/ancb"
"NASDAQ","ANCX","Access National Corporation","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ancx"
"NASDAQ","ANDA","Andina Acquisition Corp. II","2015","Finance","Business Services","http://www.nasdaq.com/symbol/anda"
"NASDAQ","ANDAR","Andina Acquisition Corp. II","2015","Finance","Business Services","http://www.nasdaq.com/symbol/andar"
"NASDAQ","ANDAU","Andina Acquisition Corp. II","2015","Finance","Business Services","http://www.nasdaq.com/symbol/andau"
"NASDAQ","ANDAW","Andina Acquisition Corp. II","2015","Finance","Business Services","http://www.nasdaq.com/symbol/andaw"
"NASDAQ","ANDE","The Andersons, Inc.","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/ande"
"NYSE","ANET","Arista Networks, Inc.","2014","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/anet"
"NYSE","ANF","Abercrombie & Fitch Company","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/anf"
"NYSE","ANFI","Amira Nature Foods Ltd","2012","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/anfi"
"NASDAQ","ANGI","Angie&#39;s List, Inc.","2011","Consumer Services","Advertising","http://www.nasdaq.com/symbol/angi"
"NASDAQ","ANGO","AngioDynamics, Inc.","2004","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ango"
"NYSE","ANH","Anworth Mortgage Asset  Corporation","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/anh"
"NYSE","ANH^A","Anworth Mortgage Asset  Corporation","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^a"
"NYSE","ANH^B","Anworth Mortgage Asset  Corporation","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^b"
"NYSE","ANH^C","Anworth Mortgage Asset  Corporation","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^c"
"NASDAQ","ANIK","Anika Therapeutics Inc.","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/anik"
"NASDAQ","ANIP","ANI Pharmaceuticals, Inc.","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/anip"
"NASDAQ","ANSS","ANSYS, Inc.","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/anss"
"NASDAQ","ANTH","Anthera Pharmaceuticals, Inc.","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/anth"
"NYSE","ANTM","Anthem, Inc.","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/antm"
"NYSE","ANTX","Anthem, Inc.","2015","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/antx"
"NYSE","ANW","Aegean Marine Petroleum Network Inc.","2006","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/anw"
"NASDAQ","ANY","Sphere 3D Corp.","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/any"
