symbol,date,period,CashEquivalents,ShortTermInvestments,CashandShortTermInvestments,AccountsReceivableTradeNet,ReceivablesOther,TotalReceivablesNet,TotalInventory,PrepaidExpenses,OtherCurrentAssetsTotal,TotalCurrentAssets,PropertyPlantEquipmentTotalGross,AccumulatedDepreciationTotal,GoodwillNet,IntangiblesNet,LongTermInvestments,OtherLongTermAssetsTotal,TotalAssets,AccountsPayable,AccruedExpenses,NotesPayableShortTermDebt,CurrentPortofLTDebtCapitalLeases,OtherCurrentliabilitiesTotal,TotalCurrentLiabilities,LongTermDebt,CapitalLeaseObligations,TotalLongTermDebt,TotalDebt,DeferredIncomeTax,MinorityInterest,OtherLiabilitiesTotal,TotalLiabilities,RedeemablePreferredStockTotal,PreferredStockNonRedeemableNet,CommonStockTotal,AdditionalPaidInCapital,RetainedEarningsAccumulatedDeficit,TreasuryStockCommon,OtherEquityTotal,TotalEquity,TotalLiabilitiesShareholdersEquity,SharesOutsCommonStockPrimaryIssue,TotalCommonSharesOutstanding
AXTI,2013-12-31,As of,24.96,12.50,37.46,14.94,NA,14.94,39.13,8.01,NA,99.54,78.50,-40.88,NA,NA,21.25,3.70,163.82,8.14,6.51,0.00,NA,0.77,15.43,NA,NA,0.00,0.00,NA,5.88,2.85,24.15,NA,3.53,0.03,194.16,-67.00,NA,8.95,139.67,163.82,NA,32.60
AXTI,2012-12-31,As of,30.63,10.27,40.90,17.91,NA,19.95,40.35,5.27,NA,106.47,72.95,-35.71,NA,NA,18.98,4.48,167.59,5.89,6.56,0.00,NA,0.64,13.10,NA,NA,0.00,0.00,NA,7.30,3.58,23.98,NA,3.53,0.03,193.06,-59.05,NA,6.03,143.61,167.59,NA,32.47
AXTA,2016-09-30,As of,528.30,NA,528.30,714.70,NA,871.30,545.60,58.90,68.50,2072.60,1974.80,-602.50,1015.90,1239.90,NA,441.80,6142.50,469.20,386.20,26.70,27.50,6.50,916.10,3428.10,NA,3428.10,3482.30,192.30,120.30,275.20,4932.00,NA,NA,238.90,1289.80,-65.30,NA,-250.10,1210.50,6142.50,NA,240.10
AXTA,2016-06-30,As of,480.10,NA,480.10,720.00,NA,838.60,519.70,62.10,61.30,1961.80,1916.70,-558.20,931.10,1152.80,NA,431.60,5835.80,438.20,350.00,27.70,27.40,6.80,850.10,3298.10,NA,3298.10,3353.20,160.90,68.30,271.90,4649.30,NA,NA,237.90,1272.10,-54.60,NA,-264.40,1186.50,5835.80,NA,239.10
AXTA,2016-03-31,As of,419.50,NA,419.50,681.40,NA,792.70,543.40,64.70,57.70,1878.00,1894.60,-517.10,942.10,1177.20,NA,458.30,5833.10,419.80,300.60,26.20,27.50,7.10,781.20,3405.10,NA,3405.10,3458.80,166.80,66.90,279.00,4699.00,NA,NA,237.20,1255.50,-103.10,NA,-250.60,1134.10,5833.10,NA,238.50
AXTA,2015-12-31,As of,485.00,NA,485.00,647.20,NA,765.80,530.70,63.60,72.20,1917.30,1855.30,-472.40,928.20,1191.60,4.20,430.00,5854.20,418.60,349.60,0.00,50.10,63.30,881.60,3391.40,NA,3391.40,3441.50,165.50,67.50,274.50,4780.50,NA,NA,237.00,1238.80,-132.80,NA,-266.20,1073.70,5854.20,NA,237.90
AXTA,2015-09-30,As of,411.60,NA,411.60,684.20,NA,833.30,540.70,74.20,55.40,1915.20,1812.40,-437.80,944.50,1214.40,NA,450.20,5898.90,443.90,330.50,21.30,27.50,6.70,829.90,3504.70,NA,3504.70,3553.50,167.90,68.60,292.10,4863.20,NA,NA,236.60,1226.40,-171.40,NA,-250.60,1035.70,5898.90,NA,237.60
AXTA,2015-12-31,As of,485.00,NA,485.00,647.20,NA,765.80,530.70,63.60,72.20,1917.30,1855.30,-472.40,928.20,1191.60,4.20,430.00,5854.20,418.60,349.60,0.00,50.10,63.30,881.60,3391.40,NA,3391.40,3441.50,165.50,67.50,274.50,4780.50,NA,NA,237.00,1238.80,-132.80,NA,-266.20,1073.70,5854.20,NA,237.90
AXTA,2014-12-31,As of,382.10,NA,382.10,638.30,NA,820.40,538.30,62.90,69.20,1872.90,1858.20,-344.10,1001.10,1300.00,NA,482.60,6170.70,494.50,404.80,12.20,27.90,7.30,946.70,3574.20,NA,3574.20,3614.30,208.20,67.30,329.60,5126.00,NA,NA,229.80,1144.70,-226.50,NA,-103.30,1044.70,6170.70,NA,229.80
AXTA,2013-12-31,As of,459.30,NA,459.30,637.50,NA,865.90,550.20,50.20,30.00,1955.60,1806.20,-183.60,1113.60,1439.60,20.70,585.00,6737.10,428.80,446.40,0.00,46.70,81.50,1003.40,3874.20,NA,3874.20,3920.90,280.40,68.90,367.30,5594.20,NA,NA,229.10,1133.70,-253.90,NA,34.00,1142.90,6737.10,NA,229.07
AXTA,2012-12-31,As of,28.70,NA,28.70,681.50,NA,807.30,471.00,23.50,24.00,1354.50,2073.60,-1364.80,588.80,66.90,19.40,140.20,2878.60,389.90,213.70,0.00,0.20,145.50,749.30,0.00,NA,0.00,0.20,27.90,33.60,404.40,1215.20,NA,NA,0.00,0.00,0.00,NA,-140.90,1663.40,2878.60,NA,229.07
AZO,2016-08-27,As of,189.73,NA,189.73,287.68,NA,287.68,3631.92,NA,130.24,4239.57,6330.11,-2596.86,391.89,60.98,NA,174.09,8599.79,4095.85,431.60,0.00,44.83,118.03,4690.32,4924.12,NA,4924.12,4968.95,284.50,NA,488.39,10387.33,NA,NA,0.30,1054.65,-1602.19,-932.77,-307.65,-1787.54,8599.79,NA,29.12
AZO,2016-05-07,As of,213.38,NA,213.38,294.53,NA,294.53,3597.25,NA,120.33,4225.49,6157.06,-2537.76,391.89,63.67,NA,163.75,8464.10,3991.03,527.43,0.00,NA,129.13,4647.59,4953.70,NA,4953.70,4953.70,245.30,NA,480.81,10327.39,NA,NA,0.30,998.38,-2028.95,-563.04,-270.20,-1863.28,8464.10,NA,29.50
AZO,2016-02-13,As of,207.96,NA,207.96,295.79,NA,295.79,3590.69,NA,115.38,4209.81,6021.68,-2476.80,391.89,65.69,NA,154.14,8366.41,3912.11,535.24,0.00,457.40,89.91,4994.66,4387.81,NA,4387.81,4845.22,248.65,NA,476.60,10107.73,NA,NA,0.30,953.07,-2356.47,-30.37,-307.91,-1741.31,8366.41,NA,30.10
AZO,2015-11-21,As of,165.49,NA,165.49,248.12,NA,248.12,3515.70,NA,124.56,4053.87,5979.44,-2442.39,391.89,67.71,NA,167.00,8217.53,3889.85,516.75,0.00,NA,368.64,4775.24,4754.10,NA,4754.10,4754.10,NA,NA,466.31,9995.65,NA,NA,0.32,994.49,-1160.63,-1371.91,-240.31,-1778.12,8217.53,NA,30.27
AZO,2015-08-29,As of,175.31,NA,175.31,247.87,NA,247.87,3421.64,NA,125.48,3970.29,5891.71,-2386.07,391.89,69.73,NA,164.81,8102.35,3864.17,418.94,0.00,40.53,389.24,4712.87,4624.88,NA,4624.88,4665.40,NA,NA,465.99,9803.74,NA,NA,0.32,938.36,-1418.74,-971.81,-249.49,-1701.39,8102.35,NA,30.66
AZO,2016-08-27,As of,189.73,NA,189.73,287.68,NA,287.68,3631.92,NA,130.24,4239.57,6330.11,-2596.86,391.89,60.98,NA,174.09,8599.79,4095.85,431.60,0.00,44.83,118.03,4690.32,4924.12,NA,4924.12,4968.95,284.50,NA,488.39,10387.33,NA,NA,0.30,1054.65,-1602.19,-932.77,-307.65,-1787.54,8599.79,NA,29.12
AZO,2015-08-29,As of,175.31,NA,175.31,247.87,NA,247.87,3421.64,NA,125.48,3970.29,5891.71,-2386.07,391.89,69.73,NA,164.81,8102.35,3864.17,418.94,0.00,40.53,389.24,4712.87,4624.88,NA,4624.88,4665.40,NA,NA,465.99,9803.74,NA,NA,0.32,938.36,-1418.74,-971.81,-249.49,-1701.39,8102.35,NA,30.66
AZO,2014-08-30,As of,124.48,NA,124.48,200.90,NA,200.90,3140.10,NA,115.13,3580.61,5500.67,-2190.20,367.83,74.87,NA,184.07,7517.86,3609.20,391.74,0.00,217.41,322.74,4541.09,4162.89,NA,4162.89,4380.31,NA,NA,435.73,9139.72,NA,NA,0.34,843.50,-1529.12,-807.67,-128.98,-1621.86,7517.86,NA,32.30
AZO,2013-08-31,As of,142.19,NA,142.19,171.64,NA,171.64,2861.01,NA,103.17,3278.01,5058.52,-1987.16,367.83,51.72,NA,123.17,6892.09,3307.53,467.83,0.00,173.73,220.05,4169.15,4013.27,NA,4013.27,4187.00,NA,NA,396.99,8579.41,NA,NA,0.37,814.46,-1378.94,-1002.42,-120.76,-1687.32,6892.09,NA,34.29
AZPN,2016-09-30,As of,48.38,143.17,191.55,21.85,NA,21.85,NA,12.27,NA,225.66,54.06,-38.29,25.28,9.75,NA,13.49,289.94,3.75,13.90,140.00,NA,254.01,411.67,NA,NA,0.00,140.00,NA,NA,61.86,473.53,NA,NA,10.22,646.65,29.32,-871.50,1.72,-183.59,289.94,NA,77.47
AZPN,2016-06-30,As of,318.34,3.01,321.34,20.48,NA,20.48,NA,19.50,0.00,361.32,53.33,-37.50,23.44,5.72,0.00,13.43,419.74,3.56,20.45,140.00,NA,268.62,432.62,NA,NA,0.00,140.00,NA,NA,62.15,494.77,NA,NA,10.20,659.29,-5.68,-741.50,2.65,-75.03,419.74,NA,80.18
AZPN,2016-03-31,As of,96.91,9.03,105.94,21.75,NA,21.75,NA,9.52,257.79,394.99,52.36,-36.42,16.78,0.54,0.00,11.19,439.43,3.88,16.26,140.00,NA,256.16,416.30,NA,NA,0.00,140.00,NA,NA,58.59,474.89,NA,NA,10.19,655.55,-39.00,-666.50,4.30,-35.45,439.43,NA,82.03
AZPN,2015-12-31,As of,170.62,29.95,200.57,15.45,NA,15.70,NA,7.85,6.11,230.23,53.51,-36.46,16.26,0.67,0.00,11.93,276.39,3.92,15.15,0.00,NA,215.58,234.66,NA,NA,0.00,0.00,NA,NA,63.93,298.59,NA,NA,10.18,651.98,-72.17,-616.50,4.32,-22.20,276.39,NA,83.39
AZPN,2015-09-30,As of,129.74,51.76,181.50,22.96,NA,23.22,NA,9.07,6.16,219.94,53.19,-35.84,16.61,0.84,0.00,11.78,266.78,2.80,12.61,0.00,NA,248.65,264.05,NA,NA,0.00,0.00,NA,NA,65.75,329.80,NA,NA,10.17,647.40,-108.86,-616.50,4.76,-63.02,266.78,NA,83.26
AZPN,2016-06-30,As of,318.34,3.01,321.34,20.48,NA,20.48,NA,19.50,0.00,361.32,53.33,-37.50,23.44,5.72,0.00,13.43,419.74,3.56,20.45,140.00,NA,268.62,432.62,NA,NA,0.00,140.00,NA,NA,62.15,494.77,NA,NA,10.20,659.29,-5.68,-741.50,2.65,-75.03,419.74,NA,80.18
AZPN,2015-06-30,As of,156.25,59.20,215.45,31.83,NA,33.42,NA,8.60,6.17,263.63,53.83,-35.79,17.36,1.03,3.05,12.01,315.36,5.24,21.84,0.00,NA,269.38,296.47,NA,NA,0.00,0.00,NA,NA,67.44,363.91,NA,NA,10.16,641.88,-145.63,-561.43,6.47,-48.55,315.36,NA,84.50
AZPN,2014-06-30,As of,199.53,67.62,267.14,40.19,NA,40.83,NA,11.17,10.54,329.68,43.47,-35.88,19.28,1.39,31.27,17.95,407.97,0.41,22.94,0.00,NA,243.15,266.50,NA,NA,0.00,0.00,NA,NA,57.79,324.30,0.00,NA,10.10,591.32,-264.03,-263.09,9.37,83.68,407.97,NA,91.66
AZPN,2013-06-30,As of,132.43,57.02,189.45,38.95,NA,52.72,NA,9.95,33.23,285.35,40.60,-32.77,19.13,1.74,35.35,32.38,382.75,0.85,23.01,0.00,0.00,191.60,215.46,NA,NA,0.00,0.00,NA,NA,65.39,280.85,0.00,NA,9.99,575.77,-349.82,-141.31,7.26,101.90,382.75,NA,93.68
AZRX,2016-03-31,As of,0.17,0.04,0.21,NA,NA,1.08,NA,0.39,NA,1.69,0.23,-0.06,1.91,2.16,NA,0.38,6.31,0.92,0.49,7.44,NA,0.75,10.23,NA,NA,0.00,7.44,NA,NA,1.50,11.73,NA,1.76,0.00,4.25,-10.29,NA,-1.15,-5.42,6.31,NA,10.81
AZRX,2015-12-31,As of,0.58,0.06,0.64,NA,NA,1.07,NA,0.35,NA,2.07,0.22,-0.05,1.83,2.24,NA,0.37,6.69,0.41,1.03,6.28,NA,0.46,8.82,NA,NA,0.00,6.28,NA,NA,1.50,10.32,NA,3.48,0.00,2.53,-8.30,NA,-1.35,-3.63,6.69,NA,10.81
AZRX,2014-12-31,As of,0.09,0.13,0.22,NA,NA,0.43,NA,0.01,NA,0.66,0.22,-0.01,2.04,3.22,NA,0.44,6.58,0.83,0.21,1.14,NA,0.03,2.43,NA,NA,0.00,1.14,NA,NA,1.50,3.93,NA,4.90,0.00,0.86,-2.37,NA,-0.75,2.64,6.58,NA,10.81
AZRE,2016-06-30,As of,NA,2480.76,3261.77,877.45,NA,902.97,NA,217.42,638.52,5020.68,5818.84,-1683.94,NA,108.30,6.89,1472.06,32803.06,2378.68,147.56,924.82,4773.35,433.07,8657.48,18915.42,NA,18915.42,24613.59,490.76,1314.67,1341.94,30720.28,9855.78,NA,0.07,-3067.00,-4743.58,NA,37.51,2082.78,32803.06,NA,23.45
AZRE,2016-03-31,As of,NA,291.95,3090.39,556.75,NA,584.49,NA,171.67,1139.23,4985.77,4501.49,-1450.52,NA,105.88,6.79,1325.83,30890.84,1899.49,126.12,1258.24,4477.70,339.90,8101.45,18352.71,NA,18352.71,24088.65,470.05,346.42,1324.38,28595.01,9733.27,NA,0.07,-2958.17,-4508.16,NA,28.81,2295.82,30890.84,NA,23.45
AZRE,2015-12-31,As of,NA,662.56,3744.45,554.90,NA,578.60,NA,135.73,2086.04,6544.81,5920.36,-1260.65,NA,97.63,NA,1486.22,29270.16,1772.36,129.49,1748.00,4160.79,429.96,8240.60,16218.68,NA,16218.68,22127.48,272.16,331.45,1306.11,26369.00,9461.44,NA,0.07,-2688.64,-3899.75,NA,28.04,2901.15,29270.16,NA,23.45
AZRE,2015-06-30,As of,NA,104.08,1423.74,397.52,NA,402.56,NA,122.83,784.13,2733.25,1815.72,-909.10,NA,97.22,NA,1337.79,20640.58,726.54,126.07,0.00,2427.40,290.96,3570.97,16470.36,NA,16470.36,18897.76,141.99,3.25,447.08,20633.65,NA,4949.22,1.10,-1900.38,-3068.23,NA,25.20,6.92,20640.58,NA,23.45
AZRE,2015-03-31,As of,NA,95.42,2044.29,237.96,NA,248.49,NA,118.47,902.53,3313.78,7122.52,-770.82,NA,95.22,NA,1284.30,19923.71,971.47,55.88,0.00,2254.34,390.21,3671.90,15478.51,NA,15478.51,17732.85,118.66,4.58,407.27,19680.92,NA,4689.94,0.07,-1642.11,-2828.30,NA,23.19,242.79,19923.71,NA,23.45
AZRE,2016-03-31,As of,NA,291.95,3090.39,556.75,NA,584.49,NA,171.67,1139.23,4985.77,4501.49,-1450.52,NA,105.88,6.79,1325.83,30890.84,1899.49,126.12,1258.24,4477.70,339.90,8101.45,18352.71,NA,18352.71,24088.65,470.05,346.42,1324.38,28595.01,9733.27,NA,0.07,-2958.17,-4508.16,NA,28.81,2295.82,30890.84,NA,23.45
AZRE,2015-03-31,As of,NA,95.42,2044.29,237.96,NA,248.49,NA,118.47,902.53,3313.78,7122.52,-770.82,NA,95.22,0.00,1284.30,19923.71,971.47,55.88,0.00,2254.34,390.21,3671.90,15478.51,NA,15478.51,17732.85,118.66,4.58,407.27,19680.92,NA,4689.94,0.07,-1642.11,-2828.30,NA,23.19,242.79,19923.71,NA,23.45
AZRE,2014-03-31,As of,NA,561.05,1599.07,166.23,NA,190.91,NA,44.48,113.23,1947.69,584.25,-452.41,NA,5.33,NA,1189.94,9274.15,16.66,32.47,0.00,1909.46,84.69,2043.28,7111.39,NA,7111.39,9020.85,71.20,10.17,272.02,9508.06,NA,2385.72,0.07,-894.40,-1745.31,NA,20.01,-233.90,9274.15,NA,23.45
AZRE,2013-03-31,As of,NA,299.51,574.93,130.26,NA,143.43,NA,44.43,796.16,1558.94,448.69,-202.19,NA,0.25,NA,624.86,8122.31,45.79,28.04,0.00,1847.27,172.11,2093.21,5281.71,NA,5281.71,7128.98,48.08,37.10,165.92,7626.03,2019.17,NA,1.09,-533.33,-996.81,NA,6.17,496.29,8122.31,NA,23.45
B,2016-09-30,As of,71.94,NA,71.94,287.29,NA,287.29,233.41,32.21,0.07,624.92,775.42,-432.95,666.04,542.08,NA,46.37,2221.88,109.05,145.67,13.20,2.21,35.81,305.94,512.06,NA,512.06,527.47,75.62,NA,124.65,1018.26,NA,NA,0.63,438.41,1147.54,-246.96,-135.99,1203.62,2221.88,NA,53.81
B,2016-06-30,As of,101.33,NA,101.33,271.81,NA,271.81,204.92,34.29,0.06,612.41,735.37,-422.47,589.19,512.17,NA,48.35,2075.02,104.88,134.87,20.22,1.57,1.33,262.87,457.31,NA,457.31,479.10,62.36,NA,114.18,896.72,NA,NA,0.62,433.82,1117.63,-234.89,-138.88,1178.30,2075.02,NA,53.72
B,2016-03-31,As of,76.86,NA,76.86,267.85,NA,267.85,211.12,32.48,0.69,589.00,732.78,-417.49,600.30,524.58,NA,47.67,2076.84,95.31,129.25,8.47,1.59,1.68,236.29,493.40,NA,493.40,503.45,63.55,NA,116.92,910.16,NA,NA,0.62,430.71,1091.51,-234.79,-121.37,1166.68,2076.84,NA,53.69
B,2015-12-31,As of,83.93,NA,83.93,261.76,NA,261.76,208.61,31.77,25.52,611.59,714.81,-405.95,587.99,528.32,NA,25.11,2061.87,97.03,88.73,22.68,1.51,42.59,252.55,485.71,NA,485.71,509.91,62.36,NA,133.49,934.11,NA,NA,0.62,427.56,1069.25,-226.42,-143.25,1127.75,2061.87,NA,53.86
B,2015-09-30,As of,65.76,NA,65.76,275.06,NA,275.06,213.32,28.82,27.91,610.87,697.90,-387.68,595.13,528.05,NA,33.81,2078.08,105.41,132.65,10.51,1.52,-1.29,248.80,467.96,NA,467.96,479.99,69.95,NA,129.82,916.53,NA,NA,0.62,424.98,1051.47,-186.39,-129.13,1161.55,2078.08,NA,54.90
B,2015-12-31,As of,83.93,NA,83.93,261.76,NA,261.76,208.61,31.77,25.52,611.59,714.81,-405.95,587.99,528.32,NA,25.11,2061.87,97.03,88.73,22.68,1.51,42.59,252.55,478.61,7.11,485.71,509.91,62.36,NA,133.49,934.11,NA,NA,0.62,427.56,1069.25,-226.42,-143.25,1127.75,2061.87,NA,53.86
B,2014-12-31,As of,46.04,NA,46.04,275.89,NA,275.89,212.04,22.11,32.31,588.40,672.23,-372.79,594.95,554.69,NA,36.41,2073.89,94.80,112.65,8.03,0.86,48.74,265.09,492.66,3.19,495.84,504.73,70.15,NA,131.01,962.09,NA,NA,0.61,405.52,974.51,-169.41,-99.45,1111.79,2073.89,NA,54.50
B,2013-12-31,As of,70.86,NA,70.86,258.66,NA,258.66,211.25,17.66,18.77,577.20,686.54,-383.98,649.70,534.29,NA,59.93,2123.67,88.72,130.34,1.07,56.01,24.18,300.32,490.34,NA,490.34,547.42,94.51,NA,97.09,982.26,NA,NA,0.60,390.35,881.17,-156.65,25.94,1141.41,2123.67,NA,53.92
B,2012-12-31,As of,86.36,NA,86.36,253.20,NA,253.20,226.22,15.54,37.22,618.54,634.46,-401.37,579.90,383.97,NA,53.08,1868.60,99.04,92.68,3.79,0.70,3.68,199.90,642.12,NA,642.12,646.61,48.71,NA,177.76,1068.48,NA,NA,0.59,332.59,633.45,-99.76,-66.75,800.12,1868.60,NA,54.20
AZZ,2016-08-31,As of,15.91,NA,15.91,137.02,NA,164.74,121.33,6.18,0.25,308.41,NA,NA,306.03,153.29,NA,NA,991.73,50.30,40.17,0.00,21.32,37.46,149.25,280.06,NA,280.06,301.38,51.57,NA,NA,480.88,NA,NA,26.01,38.70,474.05,NA,-27.90,510.86,991.73,NA,25.87
AZZ,2016-05-31,As of,12.07,NA,12.07,154.79,NA,185.37,111.00,7.97,0.22,316.63,NA,NA,306.07,157.74,NA,NA,1010.61,56.33,39.60,0.00,23.66,34.99,154.59,300.93,NA,300.93,324.59,52.20,NA,NA,507.72,NA,NA,25.93,37.12,467.93,NA,-28.09,502.89,1010.61,NA,25.93
AZZ,2016-02-29,As of,40.19,NA,40.19,131.42,NA,163.70,102.14,3.10,0.20,309.33,NA,NA,292.53,153.82,NA,NA,982.01,46.75,50.88,0.00,23.19,27.59,148.41,302.43,NA,302.43,325.62,49.96,NA,NA,500.79,NA,NA,25.87,35.15,450.75,NA,-30.56,481.22,982.01,NA,25.87
AZZ,2015-11-30,As of,17.60,NA,17.60,131.87,NA,177.10,120.22,5.28,0.09,320.29,NA,NA,287.76,157.48,NA,NA,990.95,64.73,48.54,22.72,NA,40.12,176.11,299.13,NA,299.13,321.86,47.14,NA,NA,522.38,NA,NA,25.84,33.70,438.55,NA,-29.52,468.57,990.95,NA,25.84
AZZ,2015-08-31,As of,20.23,NA,20.23,133.09,NA,168.40,113.08,8.21,0.71,310.62,NA,NA,287.79,162.06,NA,NA,984.05,51.77,41.84,22.72,NA,36.47,152.80,337.48,NA,337.48,360.20,46.16,NA,NA,536.44,NA,NA,25.79,30.95,418.88,NA,-28.02,447.61,984.05,NA,25.79
AZZ,2016-02-29,As of,40.19,NA,40.19,131.42,NA,163.70,102.14,3.10,0.20,309.33,NA,NA,292.53,153.82,NA,NA,982.01,46.75,50.88,0.00,23.19,27.59,148.41,302.43,NA,302.43,325.62,49.96,NA,NA,500.79,NA,NA,25.87,35.15,450.75,NA,-30.56,481.22,982.01,NA,25.87
AZZ,2015-02-28,As of,22.53,NA,22.53,125.64,NA,159.31,107.70,4.57,4.53,298.63,359.72,-163.14,279.07,162.62,NA,NA,936.91,49.58,34.20,0.00,21.87,43.50,149.14,315.98,NA,315.98,337.85,51.74,NA,0.00,516.86,NA,NA,25.73,27.71,389.45,NA,-22.83,420.05,936.91,NA,25.73
AZZ,2014-02-28,As of,27.57,NA,27.57,116.13,NA,143.35,107.58,9.88,7.80,296.18,340.04,-142.40,278.56,180.88,NA,NA,953.25,38.83,34.79,0.00,20.85,49.55,144.02,384.77,NA,384.77,405.62,39.44,NA,9.12,577.34,NA,NA,25.58,21.95,339.40,NA,-11.02,375.91,953.25,NA,25.58
AZZ,2013-02-28,As of,55.60,NA,55.60,97.86,NA,110.74,82.33,6.15,7.62,262.43,274.93,-120.45,171.89,103.42,NA,1.99,694.20,28.92,34.18,14.29,NA,41.51,118.90,196.43,NA,196.43,210.71,36.40,NA,8.54,360.27,NA,NA,25.38,17.65,294.09,0.00,-3.19,333.93,694.20,NA,25.38
BA,2016-09-30,As of,8986.00,682.00,9668.00,9524.00,NA,9889.00,42680.00,NA,NA,62237.00,29465.00,-16752.00,5128.00,2488.00,1303.00,1324.00,88950.00,11968.00,NA,0.00,632.00,35889.00,48489.00,9824.00,NA,9824.00,10456.00,2211.00,61.00,26276.00,86861.00,NA,NA,5061.00,4808.00,40641.00,-35763.00,-12574.00,2089.00,88950.00,NA,618.96
BA,2016-06-30,As of,8605.00,660.00,9265.00,9809.00,NA,10060.00,44182.00,NA,NA,63507.00,29174.00,-16641.00,5128.00,2544.00,1312.00,1320.00,89609.00,11748.00,NA,0.00,1168.00,36943.00,49859.00,9847.00,NA,9847.00,11015.00,2422.00,62.00,26834.00,89024.00,NA,NA,5061.00,4778.00,38362.00,-34821.00,-12681.00,585.00,89609.00,NA,625.86
BA,2016-03-31,As of,7886.00,466.00,8352.00,9711.00,NA,9969.00,47266.00,NA,NA,65587.00,28745.00,-16476.00,5132.00,2594.00,1297.00,1332.00,91547.00,11558.00,NA,0.00,1243.00,36716.00,49517.00,8721.00,NA,8721.00,9964.00,2297.00,63.00,26906.00,87504.00,NA,NA,5061.00,4784.00,39975.00,-32939.00,-12720.00,4043.00,91547.00,NA,639.82
BA,2015-12-31,As of,11302.00,750.00,12052.00,8459.00,NA,8925.00,47257.00,NA,NA,68234.00,28362.00,-16286.00,5126.00,2657.00,1284.00,1317.00,94408.00,10800.00,9153.00,0.00,1234.00,29225.00,50412.00,8730.00,NA,8730.00,9964.00,2392.00,62.00,26477.00,88073.00,NA,NA,5061.00,4834.00,38756.00,-29568.00,-12551.00,6335.00,94408.00,NA,666.62
BA,2015-09-30,As of,9383.00,474.00,9857.00,8854.00,NA,9081.00,48624.00,NA,14.00,67576.00,27802.00,-16188.00,5122.00,2706.00,1277.00,7116.00,98998.00,11777.00,NA,0.00,614.00,45417.00,57808.00,8402.00,NA,8402.00,9016.00,NA,46.00,26002.00,92258.00,NA,NA,5061.00,4771.00,39069.00,-28898.00,-13037.00,6740.00,98998.00,NA,670.96
BA,2015-12-31,As of,11302.00,750.00,12052.00,8459.00,NA,8925.00,47257.00,NA,NA,68234.00,28362.00,-16286.00,5126.00,2657.00,1284.00,1317.00,94408.00,10800.00,9153.00,0.00,1234.00,29225.00,50412.00,8730.00,NA,8730.00,9964.00,2392.00,62.00,26477.00,88073.00,NA,NA,5061.00,4834.00,38756.00,-29568.00,-12551.00,6335.00,94408.00,NA,666.62
BA,2014-12-31,As of,11733.00,1359.00,13092.00,7433.00,NA,7919.00,46756.00,NA,NA,67767.00,26696.00,-15689.00,5119.00,2869.00,1154.00,1278.00,92921.00,10667.00,9024.00,0.00,929.00,27613.00,48233.00,8141.00,NA,8141.00,9070.00,2207.00,125.00,25550.00,84256.00,NA,NA,5061.00,4625.00,36180.00,-23298.00,-13759.00,8665.00,92921.00,NA,706.73
BA,2013-12-31,As of,9088.00,6170.00,15258.00,6170.00,NA,6890.00,42912.00,NA,14.00,65074.00,25294.00,-15070.00,5043.00,3052.00,1204.00,4083.00,92663.00,9498.00,9279.00,0.00,1563.00,31146.00,51486.00,8072.00,NA,8072.00,9635.00,NA,122.00,18108.00,77788.00,NA,NA,5061.00,4415.00,32964.00,-17671.00,-9880.00,14875.00,92663.00,NA,747.38
BA,2012-12-31,As of,10341.00,3217.00,13558.00,5314.00,NA,5972.00,37751.00,NA,28.00,57309.00,24305.00,-14645.00,5035.00,3111.00,1180.00,8189.00,88896.00,9394.00,12995.00,0.00,1436.00,21157.00,44982.00,8973.00,NA,8973.00,10409.00,NA,100.00,28974.00,83029.00,NA,NA,5061.00,4122.00,30037.00,-15937.00,-17494.00,5867.00,88896.00,NA,755.63
BABA,2016-09-30,As of,103684.00,7324.00,111008.00,NA,NA,NA,NA,25115.00,203.00,136326.00,NA,NA,121353.00,14010.00,157432.00,10881.00,456402.00,NA,NA,0.00,5520.00,24705.00,67431.00,82575.00,NA,82575.00,88095.00,10030.00,42793.00,3294.00,206123.00,NA,3863.00,1.00,154927.00,84137.00,-2823.00,10174.00,250279.00,456402.00,NA,2473.93
BABA,2016-06-30,As of,82246.00,9842.00,92088.00,NA,NA,NA,NA,20492.00,508.00,113088.00,NA,NA,114214.00,14236.00,142875.00,9766.00,409970.00,NA,NA,0.00,4684.00,22534.00,60838.00,74510.00,NA,74510.00,79194.00,8469.00,33425.00,3057.00,180299.00,NA,4424.00,1.00,150553.00,76514.00,-2823.00,1002.00,229671.00,409970.00,NA,2473.93
BAC,2016-09-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69744.00,5645.00,NA,NA,2195314.00,NA,141634.00,NA,8077.00,NA,NA,217059.00,NA,217059.00,430220.00,NA,NA,120482.00,1925231.00,NA,25220.00,148261.00,NA,98303.00,NA,-5098.00,270083.00,2195314.00,NA,10123.85
BABA,2016-03-31,As of,106818.00,8878.00,115696.00,NA,NA,NA,NA,16993.00,1346.00,134035.00,NA,NA,81645.00,5370.00,120853.00,8713.00,364245.00,NA,NA,0.00,4304.00,20401.00,52039.00,53262.00,NA,53262.00,57566.00,6471.00,32552.00,2584.00,146908.00,NA,350.00,1.00,132206.00,81996.00,0.00,2784.00,217337.00,364245.00,NA,2473.93
