symbol,date,period,CashEquivalents,ShortTermInvestments,CashandShortTermInvestments,AccountsReceivableTradeNet,ReceivablesOther,TotalReceivablesNet,TotalInventory,PrepaidExpenses,OtherCurrentAssetsTotal,TotalCurrentAssets,PropertyPlantEquipmentTotalGross,AccumulatedDepreciationTotal,GoodwillNet,IntangiblesNet,LongTermInvestments,OtherLongTermAssetsTotal,TotalAssets,AccountsPayable,AccruedExpenses,NotesPayableShortTermDebt,CurrentPortofLTDebtCapitalLeases,OtherCurrentliabilitiesTotal,TotalCurrentLiabilities,LongTermDebt,CapitalLeaseObligations,TotalLongTermDebt,TotalDebt,DeferredIncomeTax,MinorityInterest,OtherLiabilitiesTotal,TotalLiabilities,RedeemablePreferredStockTotal,PreferredStockNonRedeemableNet,CommonStockTotal,AdditionalPaidInCapital,RetainedEarningsAccumulatedDeficit,TreasuryStockCommon,OtherEquityTotal,TotalEquity,TotalLiabilitiesShareholdersEquity,SharesOutsCommonStockPrimaryIssue,TotalCommonSharesOutstanding
CIO,2015-09-30,As of,10.52,NA,10.52,NA,NA,12.68,NA,NA,NA,NA,379.85,-23.30,NA,44.24,NA,27.34,451.32,NA,NA,0.00,NA,3.66,NA,344.95,NA,344.95,344.95,NA,8.96,13.30,381.48,NA,NA,0.12,94.81,-25.10,NA,NA,69.83,451.32,NA,12.52
CINF,2014-12-31,As of,591.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,640.00,-446.00,NA,NA,14386.00,NA,18753.00,NA,NA,49.00,NA,NA,NA,791.00,36.00,827.00,876.00,840.00,NA,648.00,12180.00,NA,NA,397.00,1214.00,4505.00,-1287.00,-33.00,6573.00,18753.00,NA,163.70
CIO,2015-12-31,As of,8.14,NA,8.14,NA,NA,14.38,NA,NA,NA,NA,381.79,-26.91,NA,40.99,NA,21.82,440.21,NA,NA,0.00,NA,3.66,NA,341.28,NA,341.28,341.28,NA,7.88,12.80,374.36,NA,NA,0.12,95.32,-29.60,NA,NA,65.84,440.21,NA,12.52
CINF,2013-12-31,As of,433.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,630.00,-420.00,NA,NA,13564.00,NA,17662.00,NA,NA,104.00,NA,NA,NA,790.00,45.00,835.00,939.00,673.00,NA,611.00,11592.00,NA,NA,397.00,1191.00,4268.00,-1290.00,1504.00,6070.00,17662.00,NA,163.00
CIO,2014-12-31,As of,34.86,NA,34.86,NA,NA,7.98,NA,NA,NA,NA,227.14,-15.31,NA,29.39,0.00,17.44,301.51,NA,NA,0.00,NA,3.57,NA,189.94,NA,189.94,189.94,NA,11.12,12.68,221.40,NA,NA,0.12,91.31,-11.32,NA,NA,80.11,301.51,NA,12.28
CINF,2012-12-31,As of,487.00,NA,NA,NA,NA,190.00,NA,26.00,NA,NA,614.00,-397.00,NA,NA,12534.00,NA,16548.00,NA,NA,104.00,NA,NA,NA,790.00,37.00,827.00,931.00,453.00,NA,660.00,11095.00,NA,NA,394.00,1134.00,4021.00,-1225.00,-66.00,5453.00,16548.00,NA,162.87
CIO,2013-12-31,As of,7.13,NA,7.13,NA,NA,4.68,NA,NA,NA,NA,107.86,-7.74,NA,13.75,4.34,12.97,142.99,NA,NA,0.00,NA,NA,NA,109.92,NA,109.92,109.92,NA,1.08,3.02,116.37,NA,NA,NA,NA,NA,NA,26.62,26.62,142.99,NA,8.91
CIO,2012-12-31,As of,3.11,NA,3.11,NA,NA,2.28,NA,NA,NA,NA,46.26,-4.08,NA,4.00,4.88,4.58,61.02,NA,NA,0.00,NA,NA,NA,53.26,NA,53.26,53.26,NA,-0.14,1.16,54.87,NA,NA,NA,NA,NA,NA,6.15,6.15,61.02,NA,8.91
CISG,2016-06-30,As of,374.74,2656.10,3030.84,401.66,NA,451.44,NA,NA,61.73,3544.00,NA,NA,199.16,NA,277.17,39.77,4090.57,208.76,48.45,0.00,NA,75.04,715.23,NA,NA,0.00,0.00,15.01,106.29,70.35,906.89,NA,NA,8.64,2024.72,1223.83,NA,-73.51,3183.68,4090.57,NA,1155.06
CISG,2016-03-31,As of,603.06,2572.76,3175.81,320.26,NA,387.00,NA,NA,44.05,3606.87,NA,NA,NA,140.46,274.64,34.09,4087.52,175.84,39.13,0.00,NA,69.28,558.02,NA,NA,0.00,0.00,15.33,107.70,70.35,751.41,NA,NA,8.59,2205.67,1192.83,NA,-70.99,3336.11,4087.52,NA,1155.06
CISG,2015-12-31,As of,1115.27,2026.26,3141.52,279.30,NA,331.13,NA,NA,40.41,3513.06,NA,NA,133.47,19.71,284.19,29.85,4014.43,160.89,48.15,0.00,NA,279.41,488.45,NA,NA,0.00,0.00,22.06,116.14,70.35,697.00,NA,NA,8.59,2185.41,1173.47,NA,-50.05,3317.43,4014.43,NA,1155.06
CINR,2016-09-30,As of,29.60,NA,29.60,81.90,NA,88.20,24.60,NA,1.20,143.60,NA,NA,NA,NA,NA,21.00,417.90,16.40,29.20,0.00,8.60,3.20,57.40,90.90,NA,90.90,99.50,NA,106.80,9.10,264.20,NA,4.00,152.30,NA,NA,NA,-2.60,153.70,417.90,NA,19.70
CISG,2015-09-30,As of,1513.44,1375.00,2888.44,354.58,NA,429.63,NA,NA,37.82,3355.89,NA,NA,NA,155.45,244.15,26.03,3816.91,155.83,41.34,0.00,NA,61.64,388.94,NA,NA,0.00,0.00,22.62,104.39,66.33,582.28,NA,NA,8.57,2201.37,1118.38,NA,-93.70,3234.63,3816.91,NA,1150.57
CINR,2016-06-30,As of,16.80,NA,16.80,82.00,NA,89.60,26.70,NA,1.70,134.80,NA,NA,NA,NA,NA,21.20,408.70,14.20,27.00,0.00,NA,2.90,44.10,96.00,NA,96.00,96.00,NA,107.70,6.40,254.20,NA,4.00,152.40,NA,NA,NA,-1.90,154.50,408.70,NA,19.70
CISG,2015-06-30,As of,1835.52,990.00,2825.52,358.59,NA,448.17,NA,NA,32.33,3306.02,NA,NA,158.07,NA,240.06,18.82,3761.47,132.68,38.40,0.00,NA,64.92,389.78,NA,NA,0.00,0.00,23.27,85.68,61.46,560.19,NA,NA,8.57,2221.67,1076.51,NA,-105.47,3201.28,3761.47,NA,1150.57
CINR,2016-03-31,As of,22.90,NA,22.90,81.80,NA,89.90,28.30,NA,1.10,142.20,NA,NA,NA,NA,NA,21.20,417.60,14.60,29.60,0.00,NA,3.10,47.30,103.50,NA,103.50,103.50,NA,105.40,7.00,263.20,NA,4.00,153.10,NA,NA,NA,-2.70,154.40,417.60,NA,19.70
CISG,2015-12-31,As of,1115.27,2026.26,3141.52,279.30,NA,331.13,NA,NA,40.41,3513.06,176.72,-142.57,133.47,19.71,284.19,29.85,4014.43,160.89,48.15,0.00,NA,279.41,488.45,NA,NA,0.00,0.00,22.06,116.14,70.35,697.00,NA,NA,8.59,2185.41,1173.47,NA,-50.05,3317.43,4014.43,NA,1155.06
CINR,2015-12-31,As of,20.40,NA,20.40,79.20,NA,97.90,26.40,NA,2.20,146.90,853.80,-598.60,NA,NA,NA,21.10,423.20,13.40,23.40,0.00,NA,6.40,43.20,110.00,NA,110.00,110.00,NA,107.20,6.80,267.20,NA,4.00,154.10,NA,NA,NA,-2.10,156.00,423.20,NA,19.60
CISG,2014-12-31,As of,2103.07,688.90,2791.97,413.24,NA,484.37,NA,NA,25.39,3301.73,185.86,-138.69,133.47,31.60,219.70,14.81,3748.49,128.76,40.10,0.00,NA,166.58,335.44,NA,NA,0.00,0.00,24.93,123.51,53.85,537.73,NA,NA,8.56,2343.91,963.38,NA,-105.11,3210.75,3748.49,NA,1150.57
CISG,2013-12-31,As of,2288.62,253.90,2542.52,485.85,NA,598.69,NA,NA,36.59,3177.80,NA,NA,78.55,29.11,189.24,16.46,3560.73,92.32,39.09,0.00,NA,208.01,339.43,NA,NA,0.00,0.00,23.81,118.67,50.73,532.63,NA,NA,7.62,2329.96,801.62,NA,-111.11,3028.10,3560.73,NA,998.86
CISG,2012-12-31,As of,2525.62,0.60,2526.22,348.04,NA,434.60,NA,NA,33.08,2993.90,185.75,-90.83,78.55,42.78,168.62,22.02,3400.79,101.15,42.32,0.00,NA,175.07,318.54,NA,NA,0.00,0.00,26.75,113.53,47.59,506.41,NA,NA,7.62,2284.91,705.98,NA,-104.13,2894.38,3400.79,NA,998.86
CINR,2015-09-30,As of,13.70,NA,13.70,98.20,NA,108.30,29.70,NA,1.50,153.20,NA,NA,NA,NA,NA,21.80,429.00,12.30,28.70,0.00,NA,4.20,45.20,121.00,NA,121.00,121.00,NA,104.80,6.70,277.70,NA,3.90,149.80,NA,NA,NA,-2.40,151.30,429.00,NA,19.60
CINR,2015-12-31,As of,20.40,NA,20.40,79.20,NA,97.90,26.40,NA,2.20,146.90,853.80,-598.60,NA,NA,NA,21.10,423.20,13.40,23.40,0.00,NA,6.40,43.20,110.00,NA,110.00,110.00,NA,107.20,6.80,267.20,NA,4.00,154.10,NA,NA,NA,-2.10,156.00,423.20,NA,19.60
CINR,2014-12-31,As of,31.00,NA,31.00,95.00,NA,125.50,22.50,NA,1.80,180.80,831.20,-586.20,NA,NA,NA,21.60,447.40,13.10,28.80,0.00,NA,7.80,49.70,145.00,NA,145.00,145.00,NA,100.90,4.20,299.80,NA,3.80,144.20,NA,NA,NA,-0.40,147.60,447.40,NA,19.60
CINR,2013-12-31,As of,46.90,NA,46.90,92.50,NA,112.90,41.70,NA,1.20,202.70,818.00,-580.00,NA,NA,NA,1.30,442.00,13.20,25.30,0.00,0.00,3.40,41.90,155.00,NA,155.00,155.00,0.00,96.70,3.80,297.40,NA,3.80,141.10,NA,NA,NA,-0.30,144.60,442.00,NA,19.60
CINR,2012-12-31,As of,22.70,NA,22.70,89.00,NA,115.60,42.10,NA,0.70,181.10,NA,NA,NA,NA,NA,0.00,425.60,13.10,26.20,0.00,4.00,22.30,65.60,48.00,NA,48.00,52.00,36.10,142.50,3.60,295.80,NA,0.00,0.00,NA,NA,NA,129.80,129.80,425.60,NA,19.55
CIR,2016-10-02,As of,84.93,NA,84.93,112.12,NA,112.12,153.47,18.00,NA,368.52,NA,NA,117.17,40.95,NA,48.70,656.66,50.50,57.34,0.00,NA,5.96,113.79,92.40,NA,92.40,92.40,9.84,NA,24.04,240.07,NA,0.00,0.18,287.92,268.17,-74.97,-64.70,416.60,656.66,NA,16.43
CIR,2016-07-03,As of,72.97,NA,72.97,115.33,NA,115.33,162.35,21.52,NA,372.17,NA,NA,117.14,43.69,NA,42.51,657.48,45.99,59.07,0.00,NA,9.17,114.23,97.60,NA,97.60,97.60,9.93,NA,24.36,246.11,NA,0.00,0.18,286.60,264.38,-74.97,-64.81,411.37,657.48,NA,16.42
CIR,2016-04-03,As of,66.58,NA,66.58,117.57,NA,117.57,170.10,20.40,0.90,375.55,NA,NA,118.17,47.52,NA,43.77,671.10,55.73,60.25,0.00,NA,8.41,124.39,97.80,NA,97.80,97.80,10.17,NA,24.64,256.99,NA,0.00,0.18,285.41,261.19,-74.97,-57.69,414.11,671.10,NA,16.41
CIR,2015-12-31,As of,54.54,NA,54.54,125.63,NA,125.63,177.84,16.44,0.00,374.45,253.37,-166.34,115.45,48.98,NA,44.00,669.91,64.28,33.47,0.00,0.00,44.41,142.17,90.50,NA,90.50,90.50,10.42,NA,26.04,269.14,NA,0.00,0.18,283.62,257.94,-74.97,-65.99,400.78,669.91,NA,16.36
CIR,2015-10-04,As of,53.82,NA,53.82,143.60,NA,143.60,198.56,15.98,22.11,434.08,NA,NA,121.36,53.25,NA,17.43,714.36,66.76,83.68,0.00,5.67,NA,156.12,105.43,NA,105.43,111.10,16.49,NA,28.35,306.38,NA,0.00,0.18,283.21,251.41,-69.52,-57.30,407.98,714.36,NA,16.49
CIR,2015-12-31,As of,54.54,NA,54.54,125.63,NA,125.63,177.84,16.44,0.00,374.45,253.37,-166.34,115.45,48.98,NA,44.00,669.91,64.28,33.47,0.00,0.00,44.41,142.17,90.50,NA,90.50,90.50,10.42,NA,26.04,269.14,NA,0.00,0.18,283.62,257.94,-74.97,-65.99,400.78,669.91,NA,16.36
CIR,2014-12-31,As of,121.37,NA,121.37,156.74,NA,156.74,183.43,21.63,22.86,506.03,266.19,-169.98,72.43,26.89,NA,23.16,724.72,87.11,45.83,0.00,8.42,44.12,185.49,5.26,NA,5.26,13.68,7.77,NA,32.11,230.63,NA,0.00,0.18,277.23,250.63,0.00,-33.95,494.09,724.72,NA,17.68
CIR,2013-12-31,As of,102.18,0.10,102.28,144.74,NA,144.74,199.40,19.82,17.69,483.92,274.93,-167.21,75.88,35.66,NA,23.47,726.65,70.59,52.24,0.00,7.20,40.52,170.55,42.44,NA,42.44,49.64,9.67,NA,27.11,249.76,NA,0.00,0.18,269.88,202.93,NA,3.90,476.89,726.65,NA,17.61
CIR,2012-12-31,As of,61.74,0.10,61.84,150.82,NA,150.82,198.00,16.51,16.05,443.23,261.74,-155.84,77.43,45.16,NA,38.27,709.98,80.36,43.53,0.00,7.75,50.63,182.28,62.73,NA,62.73,70.48,10.74,NA,35.98,291.73,NA,0.00,0.17,262.74,158.51,NA,-3.18,418.25,709.98,NA,17.45
CIT,2016-09-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.10,NA,1170.50,161.30,NA,4002.20,65965.50,148.50,NA,NA,3977.30,399.50,NA,12571.40,NA,12571.40,16548.70,NA,0.50,4025.20,54728.50,NA,NA,2.10,8758.20,2758.90,-178.00,-117.40,11237.00,65965.50,NA,202.05
CIT,2016-06-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.60,NA,1169.70,168.90,NA,4053.30,66700.30,200.40,NA,NA,2974.80,364.10,NA,14535.30,NA,14535.30,17510.10,NA,0.50,3881.60,55576.20,NA,NA,2.10,8749.80,2656.90,-177.00,-115.30,11124.10,66700.30,NA,201.99
CIT,2016-03-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.10,NA,1195.10,170.30,NA,3898.10,67097.60,329.90,394.70,NA,2668.50,354.50,NA,15344.10,NA,15344.10,18012.60,NA,0.50,3807.00,55971.80,NA,NA,2.10,8739.40,2673.70,-172.00,-112.90,11125.80,67097.60,NA,201.70
CIT,2015-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.20,NA,1198.30,176.30,NA,3845.40,67401.50,337.90,499.80,NA,3361.20,363.10,NA,15080.60,NA,15080.60,18441.80,NA,0.50,3735.10,56423.40,NA,NA,2.00,8718.10,2557.40,-157.30,-142.10,10978.10,67401.50,NA,201.02
CIT,2015-09-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.20,NA,1135.10,201.30,NA,3979.50,68125.50,171.40,NA,NA,4006.40,384.90,NA,15314.10,NA,15314.10,19320.50,NA,0.50,4221.10,57326.80,NA,NA,2.00,8683.50,2443.40,-155.90,-168.40,10798.70,68125.50,NA,200.95
CIT,2015-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.20,NA,1198.30,176.30,NA,3845.40,67401.50,337.90,499.80,NA,3361.20,363.10,NA,15080.60,NA,15080.60,18441.80,NA,0.50,3735.10,56423.40,NA,NA,2.00,8718.10,2557.40,-157.30,-142.10,10978.10,67401.50,NA,201.02
CIT,2014-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.40,NA,571.30,NA,NA,1737.30,47880.00,243.70,NA,NA,3053.30,319.10,NA,15402.50,NA,15402.50,18455.80,NA,-5.40,3101.80,38811.10,NA,NA,2.00,8603.60,1615.70,-1018.50,-133.90,9068.90,47880.00,NA,180.92
CIT,2013-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.30,NA,334.60,NA,NA,4966.10,47139.00,247.10,NA,NA,2510.50,179.80,NA,15974.00,NA,15974.00,18484.50,NA,11.20,6145.60,38300.20,NA,NA,2.00,8555.40,581.00,-226.00,-73.50,8838.80,47139.00,NA,197.40
CIT,2012-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.40,NA,345.90,31.90,NA,756.10,44012.00,236.90,NA,NA,1425.90,185.50,NA,20535.90,NA,20535.90,21961.80,NA,4.70,2802.00,35677.20,NA,NA,2.00,8501.80,-74.60,-16.70,-77.70,8334.80,44012.00,NA,200.87
CIFC,2016-09-30,As of,38.84,NA,38.84,51.48,NA,51.48,NA,1.02,NA,NA,NA,NA,76.00,4.14,1955.17,151.78,2282.47,80.05,42.99,0.00,NA,NA,NA,1954.90,NA,1954.90,1954.90,NA,8.45,7.69,2094.09,NA,NA,0.02,986.52,-798.16,NA,NA,188.38,2282.47,NA,23.64
CIFC,2016-06-30,As of,39.72,NA,39.72,52.10,NA,52.10,NA,2.05,NA,NA,NA,NA,76.00,4.68,1945.05,160.05,2283.97,93.60,32.74,0.00,NA,NA,NA,1970.57,NA,1970.57,1970.57,NA,8.09,7.68,2112.68,NA,NA,0.02,984.51,-813.25,NA,NA,171.29,2283.97,NA,23.50
CIFC,2016-03-31,As of,52.01,NA,52.01,37.40,NA,37.40,NA,3.00,NA,NA,NA,NA,76.00,5.39,1424.31,125.40,1728.08,49.35,17.15,0.00,NA,8.67,NA,1468.30,NA,1468.30,1468.30,NA,7.77,8.14,1559.38,NA,NA,0.03,994.77,-825.66,-0.43,NA,168.70,1728.08,NA,25.50
CIFC,2015-12-31,As of,57.97,NA,57.97,37.09,NA,37.09,NA,2.18,NA,NA,NA,NA,76.00,6.86,1422.10,140.14,1747.20,71.66,23.68,0.00,NA,NA,NA,1464.72,NA,1464.72,1464.72,NA,7.85,8.34,1576.25,NA,NA,0.03,992.42,-821.49,0.00,NA,170.95,1747.20,NA,25.31
CIFC,2015-09-30,As of,31.08,NA,31.08,46.34,NA,46.34,NA,3.31,NA,NA,NA,NA,76.00,8.64,719.22,280.30,1169.87,111.22,17.18,0.00,NA,NA,NA,840.39,NA,840.39,840.39,NA,9.69,10.86,989.35,NA,NA,0.03,992.95,-811.29,-1.16,NA,180.52,1169.87,NA,25.35
CIFC,2015-12-31,As of,57.97,NA,57.97,37.09,NA,37.09,NA,2.18,NA,NA,8.73,-3.86,76.00,6.86,1422.10,140.14,1747.20,71.66,23.68,0.00,NA,NA,NA,1464.72,NA,1464.72,1464.72,NA,7.85,8.34,1576.25,NA,NA,0.03,992.42,-821.49,0.00,NA,170.95,1747.20,NA,25.31
CIFC,2014-12-31,As of,59.29,NA,59.29,163.67,NA,163.67,NA,24.80,NA,NA,7.67,-2.47,76.00,15.07,11811.52,992.59,13148.14,391.29,53.24,0.00,NA,NA,NA,12169.03,NA,12169.03,12169.03,NA,210.82,12.67,12837.05,NA,NA,0.03,988.90,-676.93,-0.91,NA,311.08,13148.14,NA,25.19
CIFC,2013-12-31,As of,25.50,NA,25.50,20.93,NA,20.93,NA,5.10,NA,NA,5.46,-1.20,76.00,25.22,16.88,59.38,11600.19,5.50,37.75,0.00,NA,NA,NA,139.16,NA,139.16,139.16,NA,5.11,11110.02,11297.54,NA,NA,0.02,963.01,-659.47,-0.91,NA,302.65,11600.19,NA,20.79
CIFC,2012-12-31,As of,47.69,NA,47.69,3.58,NA,3.58,NA,5.39,NA,NA,4.55,-0.57,76.00,43.14,5.06,55.53,10508.28,NA,15.73,0.00,NA,NA,NA,138.23,NA,138.23,138.23,NA,NA,10151.60,10305.56,NA,NA,0.02,955.41,-752.04,-0.66,0.00,202.72,10508.28,NA,20.68
CIVB,2016-09-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.09,1.94,NA,NA,1372.28,NA,13.68,NA,NA,NA,NA,29.43,NA,29.43,51.14,NA,NA,NA,1233.97,NA,19.78,118.13,NA,16.47,-17.23,-3.88,138.31,1372.28,NA,8.23
CIVB,2016-06-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.09,2.09,NA,NA,1359.91,NA,14.25,NA,NA,NA,NA,29.43,NA,29.43,47.15,NA,NA,NA,1223.71,NA,22.12,115.75,NA,13.64,-17.23,-3.94,136.20,1359.91,NA,7.91
CIVB,2016-03-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.09,2.24,NA,NA,1506.90,NA,25.38,NA,NA,NA,NA,29.43,NA,29.43,53.70,NA,NA,NA,1376.36,NA,22.27,115.44,NA,9.24,-17.23,-3.99,130.54,1506.90,NA,7.88
CIVB,2015-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.09,2.41,NA,NA,1315.04,NA,12.17,NA,NA,NA,NA,29.43,NA,29.43,108.17,NA,NA,NA,1189.87,NA,22.27,115.33,NA,5.30,-17.23,-4.05,125.17,1315.04,NA,7.84
CIVB,2015-09-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.09,2.59,NA,NA,1313.33,NA,11.52,NA,NA,NA,NA,29.43,NA,29.43,105.01,NA,NA,NA,1189.99,NA,22.27,115.27,NA,2.88,-17.23,-3.64,123.34,1313.33,NA,7.84
CIVB,2015-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.08,-24.13,27.09,2.41,NA,NA,1315.04,NA,12.17,NA,NA,NA,NA,29.43,NA,29.43,108.17,NA,NA,NA,1189.87,NA,22.27,115.33,NA,5.30,-17.23,-4.05,125.17,1315.04,NA,7.84
CIVB,2014-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.09,-20.68,21.72,2.02,NA,NA,1213.19,NA,12.12,NA,NA,NA,NA,29.43,NA,29.43,93.74,NA,NA,NA,1097.28,NA,23.13,114.36,NA,-4.31,-17.23,-3.78,115.91,1213.19,NA,7.71
CIVB,2013-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.52,-24.20,21.72,2.76,NA,NA,1167.55,NA,9.49,NA,NA,NA,NA,29.43,NA,29.43,59.48,NA,NA,NA,1039.17,NA,46.32,114.36,NA,-10.82,-17.23,-4.59,128.38,1167.55,NA,7.71
CIVB,2012-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.76,-25.59,21.72,3.14,NA,NA,1136.97,NA,13.70,NA,NA,NA,NA,29.43,NA,29.43,52.65,NA,NA,NA,1032.99,NA,23.18,114.36,NA,-14.69,-17.23,-1.65,103.98,1136.97,NA,7.71
CIZN,2016-09-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14,1025.13,0.17,NA,NA,NA,NA,NA,NA,NA,0.00,118.05,NA,NA,9.37,928.05,NA,NA,0.98,3.76,90.49,NA,1.84,97.07,1025.13,NA,4.88
CIZN,2016-06-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42,1014.59,0.19,NA,NA,NA,NA,NA,NA,NA,0.00,112.83,NA,NA,9.03,921.70,NA,NA,0.98,3.72,89.91,NA,-1.73,92.88,1014.59,NA,4.88
CIZN,2016-03-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.69,1002.29,0.18,NA,NA,NA,NA,NA,NA,NA,0.00,94.84,NA,NA,8.49,913.79,NA,NA,0.98,3.65,89.31,NA,-5.43,88.50,1002.29,NA,4.88
CIZN,2015-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.67,-21.01,NA,NA,NA,9.17,973.50,0.18,NA,NA,NA,NA,NA,NA,NA,0.00,104.30,NA,NA,9.20,887.08,NA,NA,0.98,3.62,88.95,NA,-7.12,86.43,973.50,NA,4.88
CIZN,2015-09-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15,NA,NA,960.90,0.18,NA,NA,NA,NA,NA,NA,NA,0.00,98.17,NA,NA,9.39,876.38,NA,NA,0.97,3.85,87.79,NA,-8.10,84.51,960.90,NA,4.87
CIZN,2015-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.67,-21.01,NA,NA,NA,9.17,973.50,NA,0.18,NA,NA,NA,NA,NA,NA,0.00,104.30,NA,NA,9.20,887.08,NA,NA,0.98,3.62,88.95,NA,-7.12,86.43,973.50,NA,4.88
CIZN,2014-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.25,-20.01,3.15,NA,NA,NA,921.06,NA,0.19,NA,NA,NA,NA,NA,NA,0.00,114.43,NA,NA,8.49,839.20,NA,NA,0.98,3.86,85.90,NA,-8.88,81.86,921.06,NA,4.88
CIZN,2013-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.55,-18.93,3.15,0.00,NA,NA,873.07,NA,0.20,NA,NA,NA,NA,NA,NA,0.00,109.92,NA,NA,8.55,806.80,NA,NA,0.97,3.75,82.79,NA,-21.25,66.27,873.07,NA,4.87
CIZN,2012-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.21,-17.79,3.15,0.00,NA,NA,880.84,NA,0.32,NA,NA,NA,NA,NA,NA,0.00,73.31,NA,NA,7.29,791.97,NA,NA,0.97,3.62,79.93,NA,4.35,88.87,880.84,NA,4.86
CIVBP,2016-09-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.09,1.94,NA,NA,1372.28,NA,13.68,NA,NA,NA,NA,29.43,NA,29.43,51.14,NA,NA,NA,1233.97,NA,19.78,118.13,NA,16.47,-17.23,-3.88,138.31,1372.28,NA,8.23
CIVBP,2016-06-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.09,2.09,NA,NA,1359.91,NA,14.25,NA,NA,NA,NA,29.43,NA,29.43,47.15,NA,NA,NA,1223.71,NA,22.12,115.75,NA,13.64,-17.23,-3.94,136.20,1359.91,NA,7.91
CIVBP,2016-03-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.09,2.24,NA,NA,1506.90,NA,25.38,NA,NA,NA,NA,29.43,NA,29.43,53.70,NA,NA,NA,1376.36,NA,22.27,115.44,NA,9.24,-17.23,-3.99,130.54,1506.90,NA,7.88
CIVBP,2015-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.09,2.41,NA,NA,1315.04,NA,12.17,NA,NA,NA,NA,29.43,NA,29.43,108.17,NA,NA,NA,1189.87,NA,22.27,115.33,NA,5.30,-17.23,-4.05,125.17,1315.04,NA,7.84
CIVBP,2015-09-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.09,2.59,NA,NA,1313.33,NA,11.52,NA,NA,NA,NA,29.43,NA,29.43,105.01,NA,NA,NA,1189.99,NA,22.27,115.27,NA,2.88,-17.23,-3.64,123.34,1313.33,NA,7.84
CIVBP,2015-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.08,-24.13,27.09,2.41,NA,NA,1315.04,NA,12.17,NA,NA,NA,NA,29.43,NA,29.43,108.17,NA,NA,NA,1189.87,NA,22.27,115.33,NA,5.30,-17.23,-4.05,125.17,1315.04,NA,7.84
CIVBP,2014-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.09,-20.68,21.72,2.02,NA,NA,1213.19,NA,12.12,NA,NA,NA,NA,29.43,NA,29.43,93.74,NA,NA,NA,1097.28,NA,23.13,114.36,NA,-4.31,-17.23,-3.78,115.91,1213.19,NA,7.71
CIVBP,2013-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.52,-24.20,21.72,2.76,NA,NA,1167.55,NA,9.49,NA,NA,NA,NA,29.43,NA,29.43,59.48,NA,NA,NA,1039.17,NA,46.32,114.36,NA,-10.82,-17.23,-4.59,128.38,1167.55,NA,7.71
