symbol,date,period,NetIncomeStartingLine,DepreciationDepletion,Amortization,DeferredTaxes,NonCashItems,ChangesinWorkingCapital,CashfromOperatingActivities,CapitalExpenditures,OtherInvestingCashFlowItemsTotal,CashfromInvestingActivities,FinancingCashFlowItems,TotalCashDividendsPaid,IssuanceRetirementofStockNet,IssuanceRetirementofDebtNet,CashfromFinancingActivities,ForeignExchangeEffects,NetChangeinCash,CashInterestPaidSupplemental,CashTaxesPaidSupplemental
CHD,2016-09-30,9 months ending,348.6,45.0,35.2,19.8,-13.8,60.2,495.0,-28.1,-174.7,-202.8,23.8,-137.4,-152.0,-127.1,-392.7,2.6,-97.9,15.1,134.7
CHD,2016-06-30,6 months ending,224.6,30.7,23.7,14.2,-5.5,8.8,296.5,-17.8,-175.8,-193.6,12.9,-91.7,-170.6,23.8,-225.6,3.5,-119.2,13.0,104.8
CHD,2016-03-31,3 months ending,113.0,16.0,11.9,7.6,-0.9,30.2,177.8,-8.5,-175.6,-184.1,2.9,-46.1,-186.7,93.8,-136.1,6.7,-135.7,2.5,10.0
CHD,2015-12-31,12 months ending,410.4,58.3,42.7,24.0,34.0,36.7,606.1,-61.8,-79.4,-141.2,13.2,-175.3,-334.6,-38.3,-535.0,-22.9,-93.0,29.0,174.8
CHD,2015-12-31,12 months ending,410.4,58.3,42.7,24.0,34.0,36.7,606.1,-61.8,-79.4,-141.2,13.2,-175.3,-334.6,-38.3,-535.0,-22.9,-93.0,29.0,174.8
CHD,2014-12-31,12 months ending,413.9,57.1,34.1,12.7,9.0,13.5,540.3,-70.5,-217.9,-288.4,13.9,-167.5,-446.1,293.1,-306.6,-19.2,-73.9,25.7,181.5
CHD,2013-12-31,12 months ending,394.4,59.7,30.8,11.1,19.7,-16.1,499.6,-67.1,-10.0,-77.1,22.9,-155.2,-28.1,-99.4,-259.8,-8.8,153.9,26.4,219.2
CHD,2012-12-31,12 months ending,349.8,56.0,29.0,13.2,0.2,75.4,523.6,-74.5,-666.8,-741.3,11.2,-134.5,-222.4,650.9,305.2,4.1,91.6,9.7,123.8
CHCO,2016-09-30,9 months ending,37.48,4.72,NA,4.00,0.96,0.66,47.82,-3.55,-141.26,-144.81,95.75,-19.27,-9.31,24.52,91.69,NA,-5.30,NA,NA
CHCO,2016-06-30,6 months ending,24.24,3.13,NA,2.55,0.49,7.33,37.75,-1.39,-63.15,-64.54,58.60,-12.81,-9.34,-1.20,35.26,NA,8.46,NA,NA
CHCO,2016-03-31,3 months ending,11.70,1.57,NA,0.83,0.24,0.50,14.84,-0.61,1.83,1.22,103.44,-6.37,-9.93,1.84,89.00,NA,105.05,NA,NA
CHCO,2015-12-31,12 months ending,54.10,6.09,NA,6.63,-15.85,-3.07,47.90,-3.01,-181.07,-184.08,70.77,-25.30,-2.18,14.78,58.07,NA,-78.11,11.80,26.30
CHCO,2015-12-31,12 months ending,54.10,6.09,NA,6.63,-15.85,-3.07,47.90,-3.01,-181.07,-184.08,70.77,-25.30,-2.18,14.78,58.07,NA,-78.11,11.80,26.30
CHCO,2014-12-31,12 months ending,52.96,6.09,NA,4.58,-5.69,-4.59,53.35,-1.67,-23.04,-24.71,88.44,-24.49,-27.38,-2.87,33.71,NA,62.35,12.10,23.00
CHCO,2013-12-31,12 months ending,48.22,5.76,NA,4.69,-12.32,29.56,75.89,-6.62,-66.06,-72.69,-6.03,-22.88,3.43,23.15,-2.33,NA,0.88,NA,13.40
CHCO,2012-12-31,12 months ending,38.95,4.61,NA,2.53,-0.03,7.77,53.81,-7.51,-70.76,-78.27,65.53,-20.71,-7.37,-74.40,-36.95,NA,-61.41,NA,14.90
CHDN,2016-09-30,9 months ending,81.30,81.40,11.70,NA,-9.10,23.70,189.00,-44.10,-2.10,-46.20,-1.80,-19.10,-20.00,-119.10,-160.00,-0.40,-17.60,21.80,21.60
CHDN,2016-06-30,6 months ending,72.60,53.90,7.50,NA,-4.40,37.20,166.80,-34.50,-1.10,-35.60,-1.40,-19.10,-17.60,-112.80,-150.90,0.30,-19.40,19.60,2.20
CHDN,2016-03-31,3 months ending,2.80,27.00,3.70,NA,3.70,29.40,66.60,-16.40,1.40,-15.00,-1.40,-19.10,-0.80,-53.80,-75.10,0.10,-23.40,1.10,2.20
CHDN,2015-12-31,12 months ending,65.2,109.71,9.68,-3.44,36.49,46.9,264.53,-45.76,-19.73,-65.48,-16.78,-17.42,-146.34,-10.1,-190.64,-1.8,6.59,63.86,41.5
CHDN,2015-12-31,12 months ending,65.2,109.71,9.68,-3.44,36.49,46.9,264.53,-45.76,-19.73,-65.48,-16.78,-17.42,-146.34,-10.1,-190.64,-1.8,6.59,63.86,41.5
CHDN,2014-12-31,12 months ending,46.36,68.26,NA,14.84,12.91,-0.75,141.62,-56.74,-383.57,-440.31,5.61,-15.19,-69.11,400.74,322.05,-0.13,23.23,17.52,16.98
CHDN,2013-12-31,12 months ending,54.90,61.75,NA,5.28,25.95,-2.97,144.91,-51.42,-226.26,-277.68,-4.53,0.00,-9.59,154.41,140.30,0.00,7.53,4.03,31.32
CHDN,2012-12-31,12 months ending,58.28,55.60,NA,9.66,10.12,10.44,144.10,-43.55,-153.58,-197.13,1.34,-22.46,1.28,82.72,62.88,0.00,9.85,2.86,24.46
CHEF,2016-09-23,39 weeks ending,-6.12,4.97,8.70,1.17,27.88,-15.40,21.21,-11.53,-19.74,-31.27,-32.12,NA,NA,65.77,33.65,0.15,23.74,7.98,10.76
CHEF,2016-06-24,26 weeks ending,-7.46,2.94,5.57,0.79,25.52,-24.05,3.30,-8.03,0.00,-8.03,-27.83,NA,NA,78.09,50.26,0.27,45.80,8.58,7.91
CHEF,2016-03-25,13 weeks ending,0.99,1.21,2.78,1.16,2.48,0.29,8.91,-3.16,NA,-3.16,-0.30,NA,NA,-5.28,-5.58,0.11,0.29,3.09,1.93
CHEF,2015-12-25,52 weeks ending,16.21,5.96,9.45,-0.81,8.79,-1.88,37.73,-21.66,-107.64,-129.30,-3.44,NA,0.00,94.49,91.05,-0.35,-0.87,11.46,11.05
CHEF,2015-12-25,52 weeks ending,16.21,5.96,9.45,-0.81,8.79,-1.88,37.73,-21.66,-107.64,-129.30,-3.44,NA,0.00,94.49,91.05,-0.35,-0.87,11.46,11.05
CHEF,2014-12-26,52 weeks ending,14.21,3.11,5.13,0.17,1.75,-14.59,9.80,-24.21,0.53,-23.67,4.36,NA,0.00,-7.05,-2.70,-0.11,-16.69,8.16,10.65
CHEF,2013-12-27,52 weeks ending,16.99,2.52,4.80,0.97,1.96,-16.60,10.64,-11.70,-78.00,-89.70,3.96,NA,75.04,19.73,98.73,0.23,19.90,6.01,11.46
CHEF,2012-12-28,52 weeks ending,14.51,2.07,1.86,-0.08,3.98,-13.95,8.39,-3.19,-72.52,-75.71,-2.09,NA,0.00,67.49,65.40,0.00,-1.92,2.78,12.29
CHE,2016-09-30,9 months ending,76.55,25.89,NA,-5.53,20.35,11.09,128.35,-29.71,-0.11,-29.82,-3.54,-12.21,-97.69,21.47,-91.97,NA,6.56,NA,NA
CHE,2016-06-30,6 months ending,49.73,17.19,NA,-4.24,15.30,-4.52,73.45,-19.98,0.21,-19.77,-2.90,-8.04,-90.80,50.81,-50.93,NA,2.75,NA,NA
CHE,2016-03-31,3 months ending,24.84,8.52,NA,-4.20,6.27,-28.20,7.22,-11.47,0.15,-11.32,-2.43,-4.08,-49.57,60.69,4.61,NA,0.51,NA,NA
CHE,2015-12-31,12 months ending,110.27,33.50,NA,6.33,14.92,6.48,171.50,-44.13,-6.18,-50.32,-3.66,-15.61,-43.90,-57.43,-120.59,NA,0.59,NA,62.93
CHE,2015-12-31,12 months ending,110.27,33.50,NA,6.33,14.92,6.48,171.50,-44.13,-6.18,-50.32,-3.66,-15.61,-43.90,-57.43,-120.59,NA,0.59,NA,62.93
CHE,2014-12-31,12 months ending,99.32,33.07,NA,6.98,19.59,-48.68,110.28,-43.57,0.04,-43.53,-6.93,-14.26,-86.11,-29.74,-137.04,NA,-70.29,NA,44.92
CHE,2013-12-31,12 months ending,77.23,32.39,NA,-6.99,24.69,23.53,150.85,-29.32,-2.02,-31.35,-96.17,-14.15,17.12,-11.41,-104.61,NA,14.89,4.74,55.83
CHE,2012-12-31,12 months ending,89.30,30.52,NA,-3.15,23.54,-8.44,131.77,-35.25,-5.43,-40.68,-60.84,-13.03,12.31,1.92,-59.63,NA,31.45,5.55,53.44
CHEK,2016-03-31,3 months ending,-2.74,0.03,NA,NA,0.44,-0.18,-2.46,-0.04,1.81,1.77,NA,NA,0.01,0.00,0.01,0.00,-0.69,NA,NA
CHEK,2015-12-31,12 months ending,NA,NA,NA,NA,NA,NA,-8.63,NA,NA,-5.07,NA,NA,NA,NA,22.01,NA,NA,NA,NA
CHEK,2015-03-31,3 months ending,-2.74,0.03,NA,NA,0.44,-0.18,-2.46,-0.04,1.81,1.77,NA,NA,0.01,0.00,0.01,0.00,-0.69,NA,NA
CHEK,2015-12-31,12 months ending,-12.29,0.09,NA,NA,3.71,-0.14,-8.63,-0.27,-4.80,-5.07,NA,NA,22.01,0.00,22.01,0.00,8.32,NA,NA
CHEK,2014-12-31,12 months ending,-0.61,0.08,NA,NA,0.31,-3.64,-3.85,-0.05,0.00,-0.05,NA,NA,0.00,0.00,0.00,0.00,-3.90,NA,NA
CHEK,2013-12-31,12 months ending,-4.00,0.08,NA,NA,0.00,0.27,-3.66,-0.04,3.45,3.40,NA,NA,0.00,0.65,0.65,0.00,0.39,NA,NA
CHEK,2012-12-31,12 months ending,-3.72,0.07,NA,NA,-0.32,-0.20,-4.16,-0.10,-3.44,-3.54,NA,NA,0.00,1.57,1.57,-0.01,-6.14,NA,NA
CHFC,2016-09-30,9 months ending,59.70,8.93,6.74,7.05,10.80,-88.33,4.88,-10.20,-232.24,-242.43,524.82,-30.29,-1.06,61.87,555.33,NA,317.78,NA,22.20
CHFC,2016-06-30,6 months ending,48.97,5.56,4.75,NA,4.67,-19.49,44.46,-3.90,-322.69,-326.58,8.53,-19.94,-0.75,288.46,276.29,NA,-5.83,NA,11.70
CHFC,2016-03-31,3 months ending,23.26,2.77,2.17,NA,2.24,-11.20,19.25,-2.41,-64.92,-67.33,193.73,-9.96,-0.73,-82.37,100.67,NA,52.59,NA,0.00
CHFC,2015-12-31,12 months ending,86.83,11.03,8.24,5.70,9.48,-18.30,102.98,-8.53,-400.19,-408.72,311.26,-36.92,-0.57,87.73,361.50,NA,55.77,NA,41.45
CHFC,2015-12-31,12 months ending,86.83,11.03,8.24,5.70,9.48,-18.30,102.98,-8.53,-400.19,-408.72,311.26,-36.92,-0.57,87.73,361.50,NA,55.77,NA,41.45
CHFC,2014-12-31,12 months ending,62.12,8.98,3.54,-1.70,7.60,9.38,89.93,-13.41,-465.34,-478.75,163.38,-29.53,75.47,51.73,261.06,NA,-127.77,NA,25.90
CHFC,2013-12-31,12 months ending,56.81,8.71,3.49,0.64,-8.23,28.26,89.68,-8.66,-639.81,-648.48,201.75,-24.52,53.55,-17.32,213.45,NA,-345.35,NA,19.15
CHFC,2012-12-31,12 months ending,51.01,8.14,3.97,12.67,-5.34,24.72,95.17,-10.30,63.43,53.13,150.81,-22.57,-0.25,-2.09,125.90,NA,274.19,NA,9.03
CHFN,2016-06-30,9 months ending,8.05,1.02,NA,0.00,-2.34,-7.38,-0.64,-1.49,27.57,26.07,65.54,-2.17,-13.04,NA,50.33,NA,75.76,3.56,2.56
CHFN,2016-03-31,6 months ending,6.76,0.56,NA,0.00,-1.32,-9.82,-3.83,-1.26,28.22,26.96,40.36,-1.46,-13.05,NA,25.85,NA,48.99,2.41,2.53
CHFN,2015-12-31,3 months ending,4.61,0.29,NA,NA,-0.91,-7.69,-3.70,NA,43.87,43.87,-7.58,-0.75,-10.31,NA,-18.63,NA,21.54,1.21,0.00
CHFN,2015-09-30,12 months ending,5.57,1.52,NA,1.86,-2.13,11.72,18.55,-0.41,-87.71,-88.12,29.10,-3.13,-25.51,NA,0.46,NA,-69.12,4.97,0.41
CHFN,2015-09-30,12 months ending,5.57,1.52,NA,1.86,-2.13,11.72,18.55,-0.41,-87.71,-88.12,29.10,-3.13,-25.51,NA,0.46,NA,-69.12,4.97,0.41
CHFN,2014-09-30,12 months ending,5.96,1.40,NA,2.56,-1.20,0.12,8.83,-0.38,25.82,25.44,-38.85,-4.17,-53.24,NA,-96.26,NA,-61.99,5.75,-0.08
CHFN,2013-09-30,12 months ending,6.26,1.57,NA,-3.62,-5.93,-0.83,-2.55,-0.39,-1.13,-1.52,-69.84,-7.68,134.21,NA,56.69,NA,52.62,7.16,10.06
CHFN,2012-09-30,12 months ending,4.98,1.78,NA,-2.74,-6.17,1.13,-1.01,-2.76,107.44,104.68,-139.64,-1.37,-3.59,NA,-144.60,NA,-40.93,NA,2.53
CHGG,2016-09-30,9 months ending,-40.76,18.90,NA,NA,33.18,19.40,30.73,-18.63,19.03,0.40,-9.06,NA,1.11,NA,-7.94,NA,23.18,0.05,0.83
CHGG,2016-06-30,6 months ending,-24.69,13.29,NA,NA,19.75,-15.47,-7.12,-14.77,11.67,-3.10,-8.24,NA,1.11,NA,-7.13,NA,-17.35,0.02,0.25
CHGG,2016-03-31,3 months ending,-15.69,7.07,NA,NA,10.51,-21.13,-19.23,-5.24,5.28,0.04,-6.33,NA,0.00,NA,-6.33,NA,-25.52,0.02,0.40
CHGG,2015-12-31,12 months ending,-59.21,55.06,NA,0.00,40.79,-36.72,-0.08,-40.55,48.82,8.27,-8.71,NA,11.43,0.00,2.72,NA,10.91,0.10,0.83
CHGG,2015-12-31,12 months ending,-59.21,55.06,NA,0.00,40.79,-36.72,-0.08,-40.55,48.82,8.27,-8.71,NA,11.43,0.00,2.72,NA,10.91,0.10,0.83
CHGG,2014-12-31,12 months ending,-64.76,81.31,NA,-1.29,44.82,8.40,68.47,-117.90,30.55,-87.35,-3.98,NA,2.11,0.00,-1.87,NA,-20.75,0.11,0.62
CHGG,2013-12-31,12 months ending,-55.85,74.84,NA,NA,44.02,0.70,63.71,-129.62,-23.47,-153.09,-1.03,NA,166.25,-20.00,145.22,NA,55.83,2.54,0.43
CHGG,2012-12-31,12 months ending,-49.04,67.97,NA,NA,22.83,12.92,54.68,-119.67,31.56,-88.10,-5.19,NA,25.54,-0.50,19.84,NA,-13.58,2.31,0.36
CHH,2016-09-30,9 months ending,107.55,8.71,NA,-4.33,16.36,-39.88,88.41,-17.58,-48.42,-66.00,-0.28,-34.69,-27.16,51.98,-10.15,0.26,12.51,40.94,32.09
CHH,2016-06-30,6 months ending,59.98,5.72,NA,4.03,13.49,-55.37,27.86,-10.91,-42.96,-53.88,NA,-23.19,-24.04,87.33,40.09,0.37,14.45,21.04,12.50
CHH,2016-03-31,3 months ending,19.60,2.77,NA,6.20,7.16,-58.66,-22.95,-5.31,-35.96,-41.27,1.57,-11.61,-4.72,78.95,64.19,0.65,0.63,19.71,4.21
CHH,2015-12-31,12 months ending,128.03,11.54,NA,0.61,18.50,1.19,159.87,-27.77,-72.05,-99.81,3.04,-45.21,-65.82,28.54,-79.45,-2.05,-21.44,40.06,54.99
CHH,2015-12-31,12 months ending,128.03,11.54,NA,0.61,18.50,1.19,159.87,-27.77,-72.05,-99.81,3.04,-45.21,-65.82,28.54,-79.45,-2.05,-21.44,40.06,54.99
CHH,2014-12-31,12 months ending,123.16,9.37,NA,-22.90,15.05,59.22,183.89,-20.95,3.30,-17.65,3.72,-43.53,-67.87,-9.86,-117.54,-1.62,47.08,40.64,77.56
CHH,2013-12-31,12 months ending,113.71,9.58,NA,-6.28,14.93,21.97,153.91,-33.40,3.98,-29.42,1.46,-32.80,4.90,-61.84,-88.28,-2.59,33.62,43.33,47.51
CHH,2012-12-31,12 months ending,121.61,8.23,NA,-1.13,15.90,5.50,150.12,-15.44,-31.66,-47.10,-3.20,-654.09,-15.50,596.08,-76.71,0.81,27.12,16.95,51.55
CHKE,2016-07-30,26 weeks ending,4.10,0.26,0.45,0.08,1.28,-0.80,5.37,-0.17,NA,-0.17,0.00,NA,-0.90,-4.27,-5.17,NA,0.03,0.34,2.03
CHKE,2016-04-30,13 weeks ending,2.58,0.13,0.23,0.14,0.66,-2.97,0.76,-0.06,NA,-0.06,0.00,NA,0.00,-2.14,-2.14,NA,-1.44,0.18,0.89
CHKE,2016-01-30,52 weeks ending,8.43,0.45,0.88,-0.26,1.71,0.65,11.86,-0.53,-12.87,-13.40,0.28,0.00,1.86,-1.64,0.50,NA,-1.05,0.64,4.15
CHKE,2015-10-31,39 weeks ending,7.05,0.32,0.63,-0.23,1.60,-0.56,8.82,-0.40,-12.88,-13.28,0.24,0.00,1.86,0.49,2.59,NA,-1.87,0.47,3.39
CHKE,2016-01-30,52 weeks ending,8.43,0.45,0.88,-0.26,1.71,0.65,11.86,-0.53,-12.87,-13.40,0.28,0.00,1.86,-1.64,0.50,NA,-1.05,0.64,4.15
CHKE,2015-01-31,52 weeks ending,9.82,0.57,0.93,0.65,0.50,-2.10,10.37,-0.61,NA,-0.61,0.20,-0.84,1.85,-7.03,-5.81,NA,3.95,0.81,5.70
CHKE,2014-02-01,52 weeks ending,6.07,0.35,0.99,-0.18,0.78,0.59,8.62,-19.68,NA,-19.68,-0.10,-3.36,0.04,15.69,12.27,NA,1.21,0.46,3.24
CHKE,2013-02-02,53 weeks ending,6.83,0.20,1.49,-0.14,0.97,0.43,9.79,-18.52,NA,-18.52,-0.13,-5.87,0.07,9.66,3.73,NA,-5.00,0.24,3.67
CHKP,2016-09-30,9 months ending,502.89,8.49,2.90,-1.88,71.98,177.75,762.13,-17.79,0.00,-17.79,8.20,NA,-660.10,NA,-651.90,NA,92.44,NA,NA
CHKP,2016-06-30,6 months ending,333.24,5.39,1.94,-1.21,65.90,152.56,557.82,-10.65,0.00,-10.65,4.81,NA,-459.41,NA,-454.59,NA,92.57,NA,NA
CHKP,2016-03-31,3 months ending,167.42,2.67,0.97,1.31,42.10,133.97,348.45,-4.71,0.00,-4.71,1.13,NA,-231.12,NA,-229.99,NA,113.76,NA,NA
CHKP,2015-12-31,12 months ending,685.87,10.36,3.61,-15.85,86.52,176.22,946.73,-17.35,-135.53,-152.88,19.38,NA,-882.88,NA,-863.51,NA,-69.66,NA,NA
CHKP,2015-12-31,12 months ending,685.87,10.36,3.61,-15.85,86.52,176.22,946.73,-17.35,-135.53,-152.88,19.38,NA,-882.88,NA,-863.51,NA,-69.66,NA,123.94
CHKP,2014-12-31,12 months ending,659.57,9.18,2.11,-12.29,84.23,43.09,785.88,-12.74,-233.37,-246.10,11.67,NA,-697.91,NA,-686.24,NA,-146.46,NA,239.25
CHKP,2013-12-31,12 months ending,652.80,8.54,3.02,0.03,35.84,111.05,811.29,-9.56,-536.37,-545.93,35.34,NA,-467.07,NA,-431.72,NA,-166.37,NA,173.23
CHKP,2012-12-31,12 months ending,620.00,7.86,7.03,-1.45,66.51,149.60,849.54,-8.20,-366.06,-374.26,11.13,NA,-405.15,NA,-394.02,NA,81.26,NA,85.90
CHK,2016-09-30,9 months ending,-3825.00,874.00,NA,0.00,3599.00,-598.00,50.00,-1563.00,984.00,-579.00,-53.00,0.00,NA,-239.00,-292.00,NA,-821.00,209.00,-20.00
CHK,2016-06-30,6 months ending,-2671.00,594.00,NA,0.00,2516.00,-765.00,-326.00,-1060.00,961.00,-99.00,-24.00,0.00,NA,-372.00,-396.00,NA,-821.00,154.00,-20.00
CHK,2016-03-31,3 months ending,-921.00,300.00,NA,0.00,884.00,-684.00,-421.00,-342.00,69.00,-273.00,-10.00,0.00,NA,-105.00,-115.00,NA,-809.00,39.00,-19.00
CHK,2015-12-31,12 months ending,-14635.00,2229.00,NA,-4427.00,19101.00,-1034.00,1234.00,-3771.00,320.00,-3451.00,-269.00,-289.00,0.00,-508.00,-1066.00,NA,-3283.00,235.00,44.00
CHK,2015-12-31,12 months ending,-14635.00,2229.00,NA,-4427.00,19101.00,-1034.00,1234.00,-3771.00,320.00,-3451.00,-269.00,-289.00,0.00,-508.00,-1066.00,NA,-3283.00,235.00,44.00
CHK,2014-12-31,12 months ending,2056.00,2915.00,NA,1097.00,-1042.00,-392.00,4634.00,-6618.00,7072.00,454.00,-260.00,-405.00,-1262.00,110.00,-1817.00,NA,3271.00,96.00,10.00
CHK,2013-12-31,12 months ending,894.00,2903.00,NA,526.00,633.00,-342.00,4614.00,-7608.00,4641.00,-2967.00,-546.00,-404.00,-212.00,65.00,-1097.00,NA,550.00,NA,26.00
CHK,2012-12-31,12 months ending,-594.00,2811.00,NA,-427.00,2263.00,-1216.00,2837.00,-14742.00,9758.00,-4984.00,828.00,-398.00,0.00,1653.00,2083.00,NA,-64.00,0.00,44.00
CHMA,2016-09-30,9 months ending,-53.22,0.37,NA,0.25,3.65,3.36,-45.58,-2.89,37.00,34.11,NA,NA,0.60,-1.70,-1.09,NA,-12.56,NA,0.10
CHMA,2016-06-30,6 months ending,-43.84,0.15,NA,0.11,2.58,11.27,-29.74,-2.38,22.66,20.28,NA,NA,0.60,-1.70,-1.10,NA,-10.56,NA,0.08
CHMA,2016-03-31,3 months ending,-17.18,0.06,NA,0.07,1.87,2.44,-12.75,-0.65,12.59,11.94,0.00,NA,0.58,-1.70,-1.12,NA,-1.93,NA,0.04
CHMA,2015-12-31,12 months ending,-35.91,0.20,NA,-0.03,3.65,-1.21,-33.30,-0.27,-108.84,-109.11,NA,NA,143.29,NA,143.29,NA,0.88,0.00,0.07
CHMA,2015-12-31,12 months ending,-35.91,0.20,NA,-0.03,3.65,-1.21,-33.30,-0.27,-108.84,-109.11,NA,NA,143.29,NA,143.29,NA,0.88,0.00,0.07
CHMA,2014-12-31,12 months ending,-2.01,0.27,NA,0.03,0.85,-5.54,-6.40,0.00,0.09,0.09,NA,NA,33.63,0.00,33.63,NA,27.31,0.00,0.11
CHMA,2013-12-31,12 months ending,36.18,0.32,NA,-0.06,1.18,8.56,46.19,-0.02,0.01,-0.02,NA,NA,-40.73,-11.09,-51.82,NA,-5.64,0.92,1.18
CHL,2016-06-30,6 months ending,NA,NA,NA,NA,NA,143899.00,143899.00,NA,-100182.00,-100182.00,-27866.00,NA,NA,NA,-27866.00,107.00,15958.00,NA,NA
CHL,2015-12-31,12 months ending,NA,NA,NA,NA,NA,235089.00,235089.00,NA,-142743.00,-142743.00,-86510.00,NA,NA,NA,-86510.00,194.00,6030.00,NA,NA
CHL,2015-06-30,6 months ending,NA,NA,NA,NA,NA,129228.00,129228.00,NA,-76084.00,-76084.00,-21436.00,NA,NA,NA,-21436.00,-53.00,31655.00,NA,NA
CHL,2014-12-31,12 months ending,NA,NA,NA,NA,NA,216438.00,216438.00,NA,-151230.00,-151230.00,-42530.00,NA,NA,NA,-42530.00,-46.00,22632.00,NA,NA
CHL,2015-12-31,12 months ending,143734.00,136832.00,274.00,NA,-25708.00,-20043.00,235089.00,-173905.00,31162.00,-142743.00,-31473.00,-47912.00,1024.00,-8149.00,-86510.00,194.00,6030.00,442.00,37794.00
CHL,2014-12-31,12 months ending,142522.00,122805.00,112.00,NA,-13739.00,-35262.00,216438.00,-175724.00,24494.00,-151230.00,-490.00,-50924.00,8215.00,669.00,-42530.00,-46.00,22632.00,480.00,39056.00
CHL,2013-12-31,12 months ending,158579.00,104699.00,78.00,NA,-14353.00,-24018.00,224985.00,-140396.00,-31079.00,-171475.00,-23983.00,-55491.00,43.00,NA,-79431.00,-54.00,-25975.00,329.00,43222.00
CHL,2012-12-31,12 months ending,171300.00,100848.00,68.00,NA,-10001.00,-31506.00,230709.00,-125198.00,-65978.00,-191176.00,-3.00,-55425.00,531.00,0.00,-54897.00,11.00,-15353.00,403.00,44583.00
CHMG,2016-09-30,9 months ending,7.07,3.29,0.75,NA,1.68,6.99,19.78,-0.94,-2.28,-3.22,110.12,-3.66,0.33,-14.04,92.76,NA,109.32,2.87,2.68
CHMG,2016-06-30,6 months ending,4.33,2.37,0.50,NA,1.21,3.03,11.45,-0.65,18.64,17.99,67.89,-2.43,0.25,-13.99,51.73,NA,81.17,1.88,1.83
CHMG,2016-03-31,3 months ending,2.71,1.11,0.26,NA,0.73,1.01,5.82,-0.34,4.87,4.53,34.30,-1.21,0.17,-13.94,19.32,NA,29.67,0.93,0.00
CHMG,2015-12-31,12 months ending,9.43,4.04,1.14,0.77,2.70,-3.97,14.12,-1.15,-113.49,-114.65,102.05,-4.83,0.44,-0.10,97.55,NA,-2.98,3.63,7.05
CHMG,2015-12-31,12 months ending,9.43,4.04,1.14,0.77,2.70,-3.97,14.12,-1.15,-113.49,-114.65,102.05,-4.83,0.44,-0.10,97.55,NA,-2.98,3.63,7.05
CHMG,2014-12-31,12 months ending,8.16,3.86,1.31,-2.26,2.76,4.62,18.44,-2.59,-68.55,-71.14,35.61,-4.80,0.00,-0.56,30.25,NA,-22.45,3.74,3.35
CHMG,2013-12-31,12 months ending,8.73,3.24,0.92,-0.12,4.02,6.18,22.97,-3.71,-42.78,-46.49,38.49,-3.58,-0.02,NA,34.88,NA,11.37,4.16,5.30
CHMG,2012-12-31,12 months ending,11.02,2.95,1.05,0.65,2.69,6.21,24.56,-3.67,-53.19,-56.86,25.73,-5.71,-0.38,NA,19.63,NA,-12.66,NA,1.73
CHMI,2016-09-30,9 months ending,-1.36,NA,NA,NA,18.45,9.03,26.12,NA,-22.88,-22.88,-6.24,-11.06,0.10,15.94,-1.26,NA,1.98,4.85,NA
CHMI,2016-06-30,6 months ending,-6.88,NA,NA,NA,17.53,7.75,18.40,NA,-12.69,-12.69,-6.01,-7.37,0.07,6.80,-6.50,NA,-0.78,3.65,NA
CHMI,2016-03-31,3 months ending,-7.16,NA,NA,NA,11.88,-1.43,3.29,NA,6.08,6.08,-3.02,-3.68,0.04,-2.66,-9.32,NA,0.05,1.49,NA
CHMI,2015-12-31,12 months ending,13.36,NA,NA,NA,8.09,1.94,23.38,NA,-113.15,-113.15,-3.15,-15.03,0.07,106.03,87.93,NA,-1.84,5.61,NA
CHMI,2015-12-31,12 months ending,13.36,NA,NA,NA,8.09,1.94,23.38,NA,-113.15,-113.15,-3.15,-15.03,0.07,106.03,87.93,NA,-1.84,5.61,NA
CHMI,2014-12-31,12 months ending,2.38,NA,NA,NA,16.75,7.39,26.51,NA,-107.34,-107.34,-3.31,-14.79,0.18,100.82,82.91,NA,2.07,3.87,NA
CHMI,2013-12-31,12 months ending,21.20,NA,NA,NA,-16.76,-9.77,-5.33,NA,-390.01,-390.01,-3.74,0.00,148.15,261.30,405.71,NA,10.37,0.18,NA
CHMI,2012-12-31,2 months ending,-0.03,NA,NA,NA,NA,0.03,0.00,NA,NA,NA,NA,NA,0.00,NA,0.00,NA,0.00,NA,NA
CHRW,2016-09-30,9 months ending,391.08,52.72,NA,21.83,33.93,-122.73,376.83,-71.11,-220.94,-292.05,-19.01,-191.13,-93.08,275.00,-28.22,-0.34,56.22,NA,NA
CHRW,2016-06-30,6 months ending,262.05,35.06,NA,17.00,28.30,-95.15,247.26,-43.98,-0.41,-44.38,-18.03,-127.52,-33.12,15.00,-163.66,-0.36,38.85,NA,NA
CHRW,2016-03-31,3 months ending,118.96,16.88,NA,15.35,15.44,-62.48,104.15,-17.82,-0.77,-18.59,-18.44,-63.89,-14.26,20.00,-76.59,2.21,11.18,NA,NA
CHRW,2015-12-31,12 months ending,509.70,66.41,NA,-17.09,69.20,90.12,718.34,-44.64,-9.80,-54.45,-2.82,-235.62,-214.31,-155.00,-607.74,-16.86,39.29,28.54,311.80
CHRW,2015-12-31,12 months ending,509.70,66.41,NA,-17.09,69.20,90.12,718.34,-44.64,-9.80,-54.45,-2.82,-235.62,-214.31,-155.00,-607.74,-16.86,39.29,28.54,311.80
