symbol,date,period,NetIncomeStartingLine,DepreciationDepletion,Amortization,DeferredTaxes,NonCashItems,ChangesinWorkingCapital,CashfromOperatingActivities,CapitalExpenditures,OtherInvestingCashFlowItemsTotal,CashfromInvestingActivities,FinancingCashFlowItems,TotalCashDividendsPaid,IssuanceRetirementofStockNet,IssuanceRetirementofDebtNet,CashfromFinancingActivities,ForeignExchangeEffects,NetChangeinCash,CashInterestPaidSupplemental,CashTaxesPaidSupplemental
BANR,2015-12-31,12 months ending,45.22,9.96,3.16,-3.91,-0.53,-38.54,15.37,-12.07,27.13,15.06,106.41,-17.17,0.03,16.14,105.42,NA,135.84,12.25,27.26
BANR,2014-12-31,12 months ending,54.16,8.06,1.99,2.87,-7.06,38.03,98.07,-5.93,-158.13,-164.07,73.93,-13.46,0.13,-5.87,54.72,NA,-11.28,10.93,13.05
BANR,2013-12-31,12 months ending,46.55,7.46,1.94,7.53,1.84,30.04,95.37,-8.60,-206.53,-215.13,77.11,-7.80,0.07,6.42,75.81,NA,-43.95,13.36,22.83
BANR,2012-12-31,12 months ending,64.88,7.79,2.09,-35.01,33.55,8.11,81.42,-5.61,58.09,52.48,82.14,-6.47,-85.21,-75.50,-85.03,NA,48.86,NA,9.63
BAP,2016-09-30,9 months ending,2692.27,340.81,NA,NA,594.69,7598.69,11226.46,-65.73,-74.48,-140.21,-2795.47,NA,NA,-3184.36,-5979.83,NA,5106.42,NA,161.03
BAP,2016-06-30,6 months ending,1717.02,225.68,NA,NA,439.92,8105.83,10488.44,-37.68,-45.78,-83.46,-392.73,NA,NA,-820.87,-1213.60,NA,9191.39,NA,219.00
BAP,2016-03-31,3 months ending,819.58,111.77,NA,NA,305.29,-302.66,933.98,-81.28,-28.10,-109.38,-1069.86,NA,NA,-236.12,-1305.97,NA,-481.37,NA,426.44
BAP,2015-12-31,12 months ending,3163.39,400.90,NA,NA,-270.55,2937.02,6230.77,-214.66,-4411.52,-4626.18,11559.66,-551.16,-14.95,-12289.31,-1295.75,46.56,355.40,NA,945.18
BAP,2015-12-31,12 months ending,3163.39,400.90,NA,NA,-270.55,2937.02,6230.77,-214.66,-4411.52,-4626.18,11559.66,-551.16,-14.95,-12289.31,-1295.75,46.56,355.40,NA,945.18
BAP,2014-12-31,12 months ending,2421.25,433.79,NA,-252.71,-146.78,-4280.81,-1825.27,-301.73,2601.31,2299.58,-163.62,-429.41,-45.62,-364.49,-1003.14,455.38,-73.46,2102.55,1028.47
BAP,2013-12-31,12 months ending,1557.54,328.35,NA,-29.02,376.85,1430.34,3664.06,-836.12,-1011.33,-1847.46,0.00,-535.25,-67.04,1270.82,668.53,-737.42,1747.71,2092.34,631.33
BAP,2012-12-31,12 months ending,2727.12,366.13,NA,-55.03,-433.30,9492.12,12097.05,-762.05,-6462.06,-7224.11,1789.07,-619.00,-62.67,1553.65,2661.06,382.70,7916.69,2260.03,1529.93
BAS,2016-09-30,9 months ending,-265.32,164.14,NA,-4.40,12.77,21.01,-71.81,-22.91,2.78,-20.13,-46.86,NA,-0.64,127.04,79.54,NA,-12.39,38.50,NA
BAS,2016-06-30,6 months ending,-173.22,111.00,NA,-4.40,9.16,15.46,-42.01,-11.56,1.45,-10.11,-47.45,NA,-0.64,139.58,91.49,NA,39.37,32.60,NA
BAS,2016-03-31,3 months ending,-83.34,56.15,NA,-5.07,5.47,5.99,-20.79,-4.58,-83.09,-87.67,-14.77,NA,-0.64,152.22,136.81,NA,28.35,18.70,NA
BAS,2015-12-31,12 months ending,-241.75,241.47,NA,-131.17,101.34,125.64,95.54,-53.87,-8.62,-62.49,-1.40,NA,-5.01,-59.82,-66.23,NA,-33.18,61.59,NA
BAS,2015-12-31,12 months ending,-241.75,241.47,NA,-131.17,101.34,125.64,95.54,-53.87,-8.62,-62.49,-1.40,NA,-5.01,-59.82,-66.23,NA,-33.18,61.59,NA
BAS,2014-12-31,12 months ending,-8.34,217.48,NA,0.09,52.81,-37.50,224.54,-237.17,23.75,-213.43,-2.74,NA,-8.09,-31.89,-42.72,NA,-31.62,61.87,1.90
BAS,2013-12-31,12 months ending,-35.93,209.75,NA,-20.03,18.59,-6.79,165.59,-138.08,-1.60,-139.69,-0.71,NA,-2.82,-45.40,-48.94,NA,-23.03,62.61,0.00
BAS,2012-12-31,12 months ending,19.59,187.08,NA,10.93,28.42,57.67,303.68,-177.89,-72.87,-250.76,-12.31,NA,-17.56,33.05,3.19,NA,56.11,56.52,0.60
BATRA,2015-12-31,12 months ending,-20.00,31.00,NA,-6.00,-2.00,42.00,45.00,-128.00,15.00,-113.00,31.00,NA,0.00,39.00,70.00,NA,2.00,NA,NA
BATRA,2014-12-31,12 months ending,-24.00,29.00,NA,-7.00,-40.00,-42.00,-84.00,-66.00,4.00,-62.00,0.00,NA,0.00,100.00,100.00,NA,-46.00,NA,NA
BATRA,2013-12-31,12 months ending,6.00,25.00,NA,-11.00,19.00,2.00,41.00,-3.00,-4.00,-7.00,12.00,NA,0.00,0.00,12.00,NA,46.00,NA,NA
BATRK,2015-12-31,12 months ending,-20.00,31.00,NA,-6.00,-2.00,42.00,45.00,-128.00,15.00,-113.00,31.00,NA,0.00,39.00,70.00,NA,2.00,NA,NA
BATRK,2014-12-31,12 months ending,-24.00,29.00,NA,-7.00,-40.00,-42.00,-84.00,-66.00,4.00,-62.00,0.00,NA,0.00,100.00,100.00,NA,-46.00,NA,NA
BATRK,2013-12-31,12 months ending,6.00,25.00,NA,-11.00,19.00,2.00,41.00,-3.00,-4.00,-7.00,12.00,NA,0.00,0.00,12.00,NA,46.00,NA,NA
BASI,2016-06-30,9 months ending,-1.19,1.03,NA,NA,-0.16,0.59,0.27,-0.84,NA,-0.84,NA,NA,0.00,0.62,0.62,0.00,0.05,NA,NA
BASI,2016-03-31,6 months ending,-0.76,0.67,NA,NA,-0.15,0.36,0.13,-0.63,NA,-0.63,NA,NA,0.00,0.52,0.52,0.00,0.01,NA,NA
BASI,2015-12-31,3 months ending,-0.51,0.34,NA,NA,-0.10,-0.08,-0.35,-0.17,NA,-0.17,NA,NA,0.00,0.47,0.48,0.00,-0.04,NA,NA
BASI,2015-09-30,12 months ending,1.10,1.41,NA,NA,0.09,-0.49,2.10,-1.47,0.03,-1.43,-0.03,NA,0.00,-1.18,-1.21,0.00,-0.54,NA,NA
BASI,2015-09-30,12 months ending,1.10,1.41,NA,NA,0.09,-0.49,2.10,-1.47,0.03,-1.43,-0.03,NA,0.00,-1.18,-1.21,0.00,-0.54,NA,NA
BASI,2014-09-30,12 months ending,-1.07,1.60,NA,NA,1.32,-0.17,1.68,-0.49,0.00,-0.49,NA,NA,0.19,-1.70,-1.51,0.00,-0.32,0.39,0.02
BASI,2013-09-30,12 months ending,0.77,1.72,NA,NA,-0.38,-0.60,1.52,-0.01,0.02,0.01,NA,NA,NA,-0.95,-0.95,0.00,0.58,0.65,0.00
BASI,2012-09-30,12 months ending,-6.32,2.28,NA,0.00,-0.01,3.84,-0.20,-1.09,0.23,-0.86,0.13,NA,0.00,-1.29,-1.16,-0.02,-2.24,0.71,0.01
BBD,2015-12-31,12 months ending,9603.58,1057.72,1884.28,NA,28437.75,-102337.50,-61354.17,-4153.43,-7807.87,-11961.30,-11065.52,-5007.60,-133.03,29200.42,12994.26,2911.16,-57410.05,NA,7419.80
BBD,2014-12-31,12 months ending,19330.79,1056.39,1876.30,NA,25451.26,33084.39,80799.12,-2829.86,-613.49,-3443.36,-5288.02,-3925.45,-28.92,18241.89,8999.50,618.23,86973.49,NA,6446.22
BBD,2013-12-31,12 months ending,14319.17,1018.24,1722.59,NA,24790.51,56642.29,98492.80,-3695.55,-19491.13,-23186.68,-5934.11,-4362.78,-71.79,3993.62,-6375.06,1339.71,70270.77,NA,6192.98
BBD,2012-12-31,12 months ending,15441.45,1035.23,1452.95,NA,25520.17,8024.80,51474.60,-4225.84,-40524.81,-44750.65,-5291.89,-3839.39,-14.19,12995.61,3850.14,NA,10574.09,NA,6220.11
BBBY,2016-08-27,26 weeks ending,289.95,141.29,NA,11.84,35.27,-10.15,468.22,-184.79,71.14,-113.64,1.48,-18.83,-279.23,NA,-296.57,4.27,62.27,NA,193.10
BBBY,2016-05-28,13 weeks ending,122.62,70.44,NA,4.15,18.94,-8.32,207.84,-89.45,63.74,-25.71,1.32,NA,-158.88,NA,-157.55,4.12,28.70,NA,75.20
BBBY,2016-02-27,52 weeks ending,841.49,273.95,NA,57.00,56.99,-217.24,1012.18,-328.39,52.76,-275.63,2.72,NA,-1091.48,0.00,-1088.75,-7.80,-360.00,NA,-442.40
BBBY,2015-11-28,39 weeks ending,537.95,193.63,NA,22.85,40.21,-304.70,489.93,-244.25,138.91,-105.35,2.73,NA,-765.64,0.00,-762.90,-6.52,-384.84,NA,351.20
BBBY,2016-02-27,52 weeks ending,841.49,273.95,NA,57.00,56.99,-217.24,1012.18,-328.39,52.76,-275.63,2.72,NA,-1091.48,0.00,-1088.75,-7.80,-360.00,NA,-442.40
BBBY,2015-02-28,52 weeks ending,957.47,239.19,NA,-22.30,70.98,-59.51,1185.85,-330.64,379.41,48.77,-2.89,NA,-2209.40,1500.00,-712.29,-13.27,509.06,NA,554.40
BBBY,2014-03-01,52 weeks ending,1022.29,220.12,NA,11.73,67.31,72.12,1393.56,-320.81,-42.57,-363.38,7.29,NA,-1229.18,0.00,-1221.89,-6.75,-198.46,NA,562.40
BBBY,2013-03-02,53 weeks ending,1037.79,194.73,NA,17.60,61.08,-118.21,1192.99,-354.68,-311.11,-665.79,-20.49,NA,-944.90,NA,-965.39,NA,-438.19,NA,550.60
BAX,2016-09-30,9 months ending,4722.00,599.00,NA,-298.00,-3769.00,-313.00,941.00,-519.00,-17.00,-536.00,-46.00,-197.00,241.00,-42.00,-44.00,23.00,384.00,NA,453.00
BAX,2016-06-30,6 months ending,4592.00,395.00,NA,-147.00,-4020.00,-378.00,442.00,-352.00,-18.00,-370.00,-17.00,-126.00,195.00,276.00,328.00,17.00,417.00,NA,345.00
BAX,2016-03-31,3 months ending,3380.00,189.00,NA,-71.00,-3248.00,-583.00,-333.00,-184.00,-17.00,-201.00,-17.00,-63.00,99.00,491.00,510.00,22.00,-2.00,NA,429.00
BAX,2015-12-31,12 months ending,968.00,759.00,NA,-50.00,286.00,-316.00,1647.00,-911.00,-896.00,-1807.00,-2164.00,-910.00,200.00,2517.00,-357.00,-195.00,-712.00,178.00,466.00
BAX,2015-12-31,12 months ending,968.00,759.00,NA,-50.00,286.00,-316.00,1647.00,-911.00,-896.00,-1807.00,-2164.00,-910.00,200.00,2517.00,-357.00,-195.00,-712.00,178.00,466.00
BAX,2014-12-31,12 months ending,2497.00,1005.00,NA,-78.00,186.00,-395.00,3215.00,-1898.00,356.00,-1542.00,-13.00,-1095.00,-181.00,-113.00,-1402.00,-79.00,192.00,208.00,726.00
BAX,2013-12-31,12 months ending,2012.00,823.00,NA,-224.00,833.00,-246.00,3198.00,-1525.00,-3837.00,-5362.00,-23.00,-1023.00,-405.00,3096.00,1645.00,-18.00,-537.00,200.00,648.00
BAX,2012-12-31,12 months ending,2326.00,712.00,NA,-17.00,382.00,-297.00,3106.00,-1161.00,-408.00,-1569.00,-108.00,-804.00,-968.00,765.00,-1115.00,-57.00,365.00,135.00,415.00
BBGI,2016-09-30,9 months ending,5.98,2.49,NA,1.43,1.57,1.67,13.14,-2.07,0.58,-1.50,0.00,-3.10,-0.16,-6.04,-9.31,NA,2.33,2.49,2.56
BBGI,2016-06-30,6 months ending,4.29,1.67,NA,1.36,1.08,0.45,8.85,-1.37,0.58,-0.79,NA,-2.07,-0.15,-6.03,-8.25,NA,-0.20,1.72,2.56
BBGI,2016-03-31,3 months ending,1.82,0.84,NA,0.94,0.61,1.88,6.09,-0.66,NA,-0.66,NA,-1.03,-0.15,-3.01,-4.19,NA,1.24,0.91,0.02
BBGI,2015-12-31,12 months ending,6.36,3.83,NA,2.01,6.23,-4.07,14.37,-2.52,2.58,0.06,-1.30,-4.12,-0.25,-8.69,-14.37,NA,0.06,3.60,5.17
BBGI,2015-12-31,12 months ending,6.36,3.83,NA,2.01,6.23,-4.07,14.37,-2.52,2.58,0.06,-1.30,-4.12,-0.25,-8.69,-14.37,NA,0.06,3.60,5.17
BBGI,2014-12-31,12 months ending,40.00,2.53,NA,24.34,-51.67,1.71,16.91,-3.20,0.27,-2.93,-0.36,-4.10,-0.38,-9.18,-14.02,NA,-0.04,4.01,2.71
BBGI,2013-12-31,12 months ending,11.55,2.22,NA,3.66,3.22,-0.74,19.91,-6.90,0.25,-6.66,-0.55,0.00,-0.19,-9.88,-10.62,NA,2.64,6.62,3.83
BBGI,2012-12-31,12 months ending,11.03,2.10,NA,3.87,3.81,-0.40,20.40,-3.90,0.12,-3.79,-4.04,-1.93,-0.11,-12.48,-18.57,NA,-1.95,6.20,3.32
BBL,2016-06-30,12 months ending,-7259.00,8661.00,NA,NA,10689.00,-1466.00,10625.00,-7711.00,466.00,-7245.00,-87.00,-4130.00,-106.00,4607.00,284.00,-1.00,3663.00,830.00,1645.00
BBL,2015-12-31,6 months ending,-7459.00,4602.00,NA,NA,8439.00,-322.00,5260.00,-4370.00,332.00,-4038.00,-69.00,-3266.00,-69.00,6142.00,2738.00,9.00,3969.00,342.00,923.00
BBL,2015-06-30,12 months ending,8056.00,9158.00,NA,NA,5324.00,-3242.00,19296.00,-12861.00,-293.00,-13154.00,-704.00,-6498.00,-346.00,-728.00,-8276.00,-5.00,-2139.00,627.00,4025.00
BBL,2014-12-31,6 months ending,7696.00,4401.00,NA,NA,1055.00,-2729.00,10423.00,-6834.00,517.00,-6317.00,-603.00,-3209.00,-335.00,-2612.00,-6759.00,19.00,-2634.00,310.00,2545.00
BBL,2016-06-30,12 months ending,-7259.00,8661.00,NA,NA,10689.00,-1466.00,10625.00,-7711.00,466.00,-7245.00,-87.00,-4130.00,-106.00,4607.00,284.00,-1.00,3663.00,830.00,1645.00
BBL,2015-06-30,12 months ending,8056.00,9158.00,NA,NA,5324.00,-3242.00,19296.00,-12861.00,-293.00,-13154.00,-704.00,-6498.00,-346.00,-728.00,-8276.00,-5.00,-2139.00,627.00,4025.00
BBL,2014-06-30,12 months ending,21735.00,7716.00,NA,NA,1950.00,-6037.00,25364.00,-16402.00,568.00,-15834.00,1284.00,-6387.00,-354.00,-1011.00,-6468.00,23.00,3085.00,915.00,6147.00
BBL,2013-06-30,12 months ending,20828.00,6067.00,NA,NA,790.00,-7531.00,20154.00,-22805.00,4079.00,-18726.00,-853.00,-6167.00,-433.00,7255.00,-198.00,-17.00,1213.00,960.00,7877.00
BBRY,2016-08-31,26 weeks ending,-1042.00,129.00,NA,32.00,761.00,27.00,-93.00,-26.00,869.00,843.00,-18.00,NA,2.00,-5.00,-21.00,1.00,730.00,NA,NA
BBRY,2016-05-31,13 weeks ending,-670.00,72.00,NA,32.00,557.00,-52.00,-61.00,-13.00,355.00,342.00,-18.00,NA,3.00,NA,-15.00,2.00,268.00,NA,NA
BBRY,2016-02-29,52 weeks ending,-208.00,616.00,NA,-105.00,-159.00,113.00,257.00,-102.00,-337.00,-439.00,11.00,NA,-89.00,0.00,-78.00,-16.00,-276.00,75.00,30.00
BBRY,2015-11-28,39 weeks ending,30.00,489.00,NA,-67.00,-279.00,84.00,257.00,-68.00,-240.00,-308.00,4.00,NA,-54.00,NA,-50.00,-9.00,-110.00,NA,NA
BBRY,2016-02-29,52 weeks ending,-208.00,616.00,NA,-105.00,-159.00,113.00,257.00,-102.00,-337.00,-439.00,11.00,NA,-89.00,0.00,-78.00,-16.00,-276.00,75.00,30.00
BBRY,2015-02-28,52 weeks ending,-304.00,694.00,NA,62.00,302.00,59.00,813.00,-508.00,-665.00,-1173.00,10.00,NA,6.00,0.00,16.00,-2.00,-346.00,75.00,59.00
BBRY,2014-03-01,52 weeks ending,-5873.00,1270.00,NA,-149.00,3334.00,1259.00,-159.00,-1363.00,323.00,-1040.00,-13.00,NA,-13.00,1250.00,1224.00,5.00,30.00,29.00,-1.32
BBRY,2013-03-02,52 weeks ending,-628.00,1918.00,NA,87.00,439.00,487.00,2303.00,-1418.00,-822.00,-2240.00,-11.00,NA,-25.00,NA,-36.00,-5.00,22.00,0.00,684.00
BBRG,2016-09-25,39 weeks ending,-1.39,16.74,NA,-1.51,-3.22,-3.56,7.07,-11.63,NA,-11.63,-0.18,NA,-3.02,7.70,4.50,NA,-0.06,0.93,0.46
BBRG,2016-06-26,26 weeks ending,1.59,11.12,NA,0.37,-2.06,0.70,11.73,-7.69,NA,-7.69,-0.16,NA,-3.34,-0.60,-4.10,NA,-0.07,0.60,0.37
BBRG,2016-03-27,13 weeks ending,2.25,5.55,NA,0.56,-1.77,-4.16,2.42,-3.78,NA,-3.78,-0.15,NA,-1.23,2.60,1.23,NA,-0.13,0.30,0.06
BBRG,2015-12-27,52 weeks ending,4.58,22.52,NA,-3.72,4.55,14.30,42.23,-24.61,0.00,-24.61,-0.42,NA,-4.49,-12.70,-17.61,NA,0.02,1.31,0.70
BBRG,2015-12-27,52 weeks ending,4.58,22.52,NA,-3.72,4.55,14.30,42.23,-24.61,0.00,-24.61,-0.42,NA,-4.49,-12.70,-17.61,NA,0.02,1.31,0.70
BBRG,2014-12-28,52 weeks ending,11.82,20.61,NA,1.68,-4.96,17.76,46.91,-29.91,0.00,-29.91,-1.00,NA,-63.51,40.31,-24.21,NA,-7.21,0.57,1.35
BBRG,2013-12-29,52 weeks ending,7.54,20.42,NA,-1.63,8.14,3.26,37.73,-29.78,0.15,-29.63,-0.45,NA,-6.34,-7.39,-14.18,NA,-6.08,0.77,1.59
BBRG,2012-12-30,53 weeks ending,16.15,19.29,NA,3.77,0.72,12.37,52.30,-36.39,0.00,-36.39,-0.26,NA,-2.54,-9.48,-12.29,NA,3.62,1.02,1.61
BBSI,2016-09-30,9 months ending,10.75,2.34,NA,0.00,1.65,42.55,57.29,-5.31,-30.39,-35.70,0.27,-4.77,-0.36,-15.16,-20.03,NA,1.57,NA,-1.10
BBSI,2016-06-30,6 months ending,0.52,1.52,NA,0.00,0.78,1.66,4.47,-2.66,-16.12,-18.78,0.27,-3.17,0.03,-7.61,-10.49,NA,-24.80,NA,-1.20
BBSI,2016-03-31,3 months ending,-8.00,0.75,NA,0.00,0.09,-0.66,-7.82,-1.37,28.77,27.41,0.27,-1.59,0.03,-0.06,-1.34,NA,18.25,NA,1.30
BBSI,2015-12-31,12 months ending,25.49,2.85,NA,2.73,2.45,67.11,100.63,-3.00,-52.60,-55.60,-0.07,-6.31,0.24,-25.22,-31.36,NA,13.67,NA,4.10
BBSI,2015-12-31,12 months ending,25.49,2.85,NA,2.73,2.45,67.11,100.63,-3.00,-52.60,-55.60,-0.07,-6.31,0.24,-25.22,-31.36,NA,13.67,NA,4.10
BBSI,2014-12-31,12 months ending,-25.55,2.51,NA,-9.79,1.12,101.30,69.60,-4.63,-177.84,-182.47,0.18,-5.44,-3.65,39.78,30.87,NA,-82.01,NA,3.30
BBSI,2013-12-31,12 months ending,15.67,2.04,NA,-0.87,-1.07,54.42,70.20,-4.10,-13.34,-17.43,2.08,-4.06,1.77,-4.75,-4.95,NA,47.81,NA,9.00
BBSI,2012-12-31,12 months ending,13.13,1.48,NA,0.30,0.69,30.06,45.66,-3.71,5.85,2.14,0.29,-3.55,-58.39,10.03,-51.62,NA,-3.82,NA,3.30
BBG,2016-09-30,9 months ending,-121.10,125.49,NA,0.00,89.20,22.61,116.21,-94.89,25.57,-69.32,-1.13,NA,NA,-0.33,-1.46,NA,45.43,31.74,0.00
BBG,2016-06-30,6 months ending,-94.92,82.41,NA,0.00,69.64,-8.35,48.78,-88.90,0.00,-88.90,-1.08,NA,NA,-0.22,-1.30,NA,-41.41,31.29,0.00
BBG,2016-03-31,3 months ending,-46.50,42.02,NA,0.00,28.82,16.18,40.52,-63.28,0.00,-63.28,-0.40,NA,NA,-0.11,-0.51,NA,-23.27,0.48,0.00
BBG,2015-12-31,12 months ending,-487.77,205.28,NA,-176.80,665.48,-12.50,193.68,-325.76,123.24,-202.52,-3.04,NA,0.00,-25.19,-28.23,NA,-37.07,61.05,0.00
BBG,2015-12-31,12 months ending,-487.77,205.28,NA,-176.80,665.48,-12.50,193.68,-325.76,123.24,-202.52,-3.04,NA,0.00,-25.19,-28.23,NA,-37.07,61.05,0.00
